home_team,away_team,home_score,away_score,point_spread,is_conference,is_neutral,home_advantage,off_eff_diff,def_eff_diff,adj_off_eff_diff,adj_def_eff_diff,efg_pct_diff,ts_pct_diff,threepar_diff,ftr_diff,luck_diff,net_rating_diff,rating_luck_interaction,shooting_strength_interaction
Detroit Mercy Titans,Boston College Eagles,66,70,-4,0,0,-4.0,-7.411144802881339,-3.085792410425597,-6.9653650661198725,-4.081723419105515,0.0027362210158655,-0.0157559364686102,0.182137815222438,-0.1513605415364697,-0.4685046444610169,-2.8836416470143575,1.3509995045874428,-0.007890280876785689
South Carolina Upstate Spartans,Duke Blue Devils,38,84,-46,0,0,-22.25,-22.145636335656175,21.010946416744744,-18.45638809748785,21.45688778083803,-0.0496544943636483,-0.0681835634373581,-0.0264928539943375,-0.0474472301551447,0.1153362773320223,-39.91327587832588,-4.603448655932109,1.9818735321350718
Clemson Tigers,South Carolina Gamecocks,58,60,-2,0,0,11.0989010989011,11.604492103493868,-12.218081451638838,5.202006599760651,-10.6946902371201,0.0764699423942951,0.0955134711771586,-0.0087136519253958,0.0739967504739461,-0.3643445318023717,15.89669683688075,-5.79187456623756,1.215619491375844
Florida State Seminoles,UCF Knights,54,68,-14,0,0,-7.916666666666667,3.223493170804886,15.520609542872576,0.6560833790532428,19.29454829540194,0.0397486173925759,0.0325453093054789,-0.0235474126037626,0.0411910435283632,0.2857817656753845,-18.638464916348696,-5.326533413272838,-0.7408532107448935
UNC Greensboro Spartans,Miami Hurricanes,65,79,-14,0,0,-10.5,-24.783830469584142,1.6157306358810786,-16.420530520670397,-5.428363168324594,-0.1166162588449387,-0.1288787987051144,0.0590500978776494,-0.1040196957571898,-0.0204616007781821,-10.992167352345804,0.22491734005066677,1.2818654332280428
Campbell Fighting Camels,NC State Wolfpack,67,73,-6,0,0,-6.0,-17.08948621461873,6.517281556441162,-7.298941689490306,-4.193346436741976,0.0503426463563805,-0.0014596191839657,-0.013187762140436,0.0424481981200582,-0.0454994789328968,-3.1055952527483317,0.141302965776527,-0.15634388353516337
Charleston Cougars,North Carolina Tar Heels,86,102,-16,0,0,-14.0,0.6637302770339204,18.473664008013188,4.939256472901704,13.778175391215925,0.0620624234800932,0.0301150129031666,-0.0010295949849795,-0.2422008606497323,0.485887399129058,-8.83891891831422,-4.294719324332323,-0.5485647290146245
West Virginia Mountaineers,Pittsburgh Panthers,81,56,25,0,0,13.0989010989011,0.8870788557727565,-0.3250874066368965,1.925660579780157,-1.4115968585832803,-0.0005132574972858,0.0098169334032048,-0.1244726148259892,0.1248383692463668,-0.0616509494096536,3.3372574383634372,-0.20574508949953443,-0.0017128724006128379
Georgia Bulldogs,Wake Forest Demon Deacons,71,81,-10,0,0,-3.583333333333334,-9.018839323491193,-4.062623287211764,-8.763437170984929,0.5504982426072189,-0.0685651375607984,-0.0560392011921015,-0.0487864545244008,0.0446960424232037,0.2627968677084211,-9.313935413592148,-2.447673052730554,0.6386112628653374
Monmouth Hawks,Virginia Cavaliers,42,89,-47,0,0,-31.75,-28.208199054632654,32.558345794779385,-18.90951770407557,27.44345459746671,-0.085600626482296,-0.0823296945714987,-0.0514521087801159,-0.0142386480792807,0.0607619864505668,-46.35297230154228,-2.8164986749298104,3.9678434683285326
Wright State Raiders,Louisville Cardinals,73,72,1,0,0,1.0,2.7150823608571812,-15.596095193227086,-2.453327053385024,-4.427181438091637,0.0399999551609143,0.001405006154748,-0.1160306193091095,-0.1832990427812302,0.3777361214105054,1.9738543847066128,0.7455960995081955,0.0789540868824386
Georgia Tech Yellow Jackets,Georgia State Panthers,59,57,2,0,0,-8.971153846153847,8.187713127903365,6.483029906414458,3.1485943838962385,6.56061211727409,0.0649769156438476,0.0430678689376666,0.0940129344811767,-0.1206583492562959,0.2418355434056173,-3.4120177333778514,-0.8251471626610354,-0.22170238843700474
Youngstown State Penguins,Notre Dame Fighting Irish,81,88,-7,0,0,-7.0,5.409173989583053,18.67643145868496,1.6597297363677654,12.45691609678336,0.0301003044555426,0.0223036132871672,-0.0728098584621201,-0.0910068991084417,-0.1603851932584429,-10.797186360415594,1.7317088210626788,-0.3249985967117413
William & Mary Tribe,Virginia Tech Hokies,77,94,-17,0,0,-18.0,-9.496637841980984,30.501086560544863,-2.5933438094606345,22.145213981831688,-0.0439282486827145,-0.0510148202228912,-0.040952419241678,0.0291530201309423,0.1754895503402629,-24.73855779129232,-4.341358382860497,1.0867215187075934
Maine Black Bears,Boston College Eagles,69,64,5,0,0,-14.0,-6.182202185919635,18.194955646124356,-4.220816952552042,15.80296628908316,0.0146353850702021,-0.008121232323081,0.0967244139685195,-0.1232975843786849,0.111289433940863,-20.0237832416352,-2.2284355023161204,-0.2930557783035908
Troy Trojans,Florida State Seminoles,79,72,7,0,0,-3.0,-7.034979664782057,-5.4083675974587635,-3.741667393300972,-6.52438071385221,-0.0051976978469789,-0.0245428591806718,0.1339529526860274,-0.0768810126695341,0.0401045855556953,2.782713320551238,0.1115995644410201,-0.014463703034988675
App State Mountaineers,Louisville Cardinals,61,60,1,0,0,0.0,3.1384301922308424,-12.868716674145986,0.3992281092079537,-10.318061404741115,0.0212964364573957,-0.0137821735619009,-0.0750271783056685,-0.1936553531375406,-0.0649522448272018,10.71728951394907,-0.6961120123940225,0.2282400751293296
South Carolina Upstate Spartans,Clemson Tigers,70,81,-11,0,0,-22.25,-22.175111160721386,20.86922386925262,-16.306220455065244,19.699911900266827,-0.0894939189450605,-0.1105747810358583,-0.0722774078296926,-0.0747836140638089,0.131025922784568,-36.00613235533207,-4.717736717760676,3.2223298905332083
Florida A&M Rattlers,Miami Hurricanes,61,87,-26,0,0,-24.5,-28.65090950508292,23.34630736855192,-22.001184010214587,19.884058322241685,-0.0991987696370227,-0.1053863014537962,-0.0672035297797453,-0.0974872781894945,0.0578346348283217,-41.88524233245627,-2.42241769499337,4.154964505328201
Colgate Raiders,Syracuse Orange,80,68,12,0,0,-7.5,-1.532874186587776,11.57909546177936,7.036518589221259,8.09558050032092,0.0421829013757055,0.0081997824069809,0.189675030624753,-0.0854874047134111,0.3779977152812558,-1.0590619110996613,-0.4003229827370724,-0.044674304146683205
Utah Valley Wolverines,Wake Forest Demon Deacons,65,68,-3,0,0,-3.0,-22.1624935194032,-13.78507490590809,-21.649883419344988,-21.46298947056269,-0.1883134558569568,-0.1813579215725849,-0.023051899835103,-0.1817298144315922,-0.250020247496281,-0.1868939487822984,0.04672727133010751,0.035194645373947696
Gardner-Webb Runnin' Bulldogs,North Carolina Tar Heels,66,72,-6,0,0,-6.0,-17.018075980022104,0.6736491564562073,-12.06138919164107,-2.9977263037678767,-0.0317918042260035,-0.0591077122338818,-0.0428680934057859,-0.2468094527902492,-0.0485350789674818,-9.063662887873193,0.4399055939975595,0.28815019610175807
Florida International Panthers,NC State Wolfpack,74,107,-33,0,0,-33.0,-21.70774044558399,30.531419939822,-11.696572900421684,19.245349796244483,0.0618911174038756,0.021394288595409,-0.061333500591965,-0.0385537537342032,0.1547595938093914,-30.94192269666617,-4.788559388217644,-1.915030170321009
Duke Blue Devils,Kansas Jayhawks,64,69,-5,0,1,14.321428571428571,0.2439926339300768,0.5318999098016093,-5.725324015731616,0.1007064062654023,-0.0261444710559857,-0.0190238283192182,-0.0010091734041418,-0.0066771957960313,-0.0830234882559269,-5.826030421997018,0.48369736831934224,0.1523184837391932
Michigan Wolverines,Pittsburgh Panthers,91,60,31,0,1,6.166666666666667,-3.7124610556717386,1.9771095025564591,0.7899232311523718,0.2895297254291762,-0.0146765262603385,-0.0181338844638361,-0.1127895212856407,0.0129606630123484,-0.0323415350082547,0.5003935057231974,-0.016183494083250087,-0.00734403842724935
Southern Indiana Screaming Eagles,Notre Dame Fighting Irish,70,82,-12,0,0,-9.0,-3.085770228260543,2.535175006508908,-2.272221508424863,-6.7456678554445375,0.0068554937107319,0.0125875427852972,0.0053952697430079,0.0741945660930235,-0.1058634322199979,4.473446347019674,-0.4735743841475145,0.03066768329728997
Old Dominion Monarchs,Virginia Tech Hokies,71,75,-4,0,1,,-4.4004234461332885,15.142359359430358,1.9860628651465648,7.345329306496126,-0.093400470194889,-0.1075814171581867,-0.1164502337147232,-0.0877574769308801,-0.0936560363687089,-5.359266441349559,0.5019276527406354,0.5005580055217383
Pittsburgh Panthers,VCU Rams,67,71,-4,0,1,16.10576923076923,11.477922108981431,8.33638680101889,7.9716208917186435,15.159944370721943,0.0397945213509987,-0.0043883736232617,0.0979457018797466,-0.4775665030701783,-0.4054039919881004,-7.1883234790033015,2.9141750340897286,-0.28605589216308214
Northern Illinois Huskies,Georgia Tech Yellow Jackets,50,68,-18,0,0,-17.5,-28.460775054609897,-7.982644843571279,-22.58341801363227,-7.918064970902421,-0.1348086446894492,-0.1325700668622542,-0.0470122965902427,0.0580053497082903,-0.0190545615484085,-14.665353042729848,0.27944187218183575,1.9770163675827008
Penn State Nittany Lions,Virginia Tech Hokies,59,61,-2,0,1,4.285714285714286,-0.4215894250389596,3.840097691522601,0.721134750395322,3.6824663395606194,0.0091381201564698,0.0027307191505597,0.1024269473625157,-0.0771421227249002,0.0797527820775766,-2.961331589165298,-0.23617443289014362,-0.027061003884942154
La Salle Explorers,Wake Forest Demon Deacons,63,75,-12,0,1,-13.0,-15.65692839275748,7.37877507480296,-16.98227048870359,3.564163957802677,-0.0769847845282855,-0.0902303109385759,0.0068570591304596,-0.0378374803505789,0.0048460452844249,-20.546434446506268,-0.09956895176123702,1.581762828688828
Bellarmine Knights,Clemson Tigers,66,76,-10,0,0,-11.25,-10.31505875758117,19.23326806677558,-3.706310239747864,16.331127236306813,-0.0445871148659323,-0.0488022609181559,0.0329938015329511,-0.0398763883162683,0.3171889856194615,-20.037437476054677,-6.355654467443166,0.8934115263637865
Delaware Blue Hens,Duke Blue Devils,58,92,-34,0,0,-34.0,-27.30243060108195,29.890813850881884,-18.596756956587654,25.716398926107516,-0.0593178361268976,-0.0728658819181327,0.0527018574852952,0.0162746652619402,0.1208596787815173,-44.31315588269517,-5.355673785777841,2.6285605189153807
Lipscomb Bisons,Notre Dame Fighting Irish,65,66,-1,0,0,-0.3333333333333333,-1.2634208375290683,-0.6748212123060995,-1.4551449954264513,-0.2149383577782373,0.0173035965676344,0.0065789584331663,-0.0327156756845095,-0.1291925678761215,-0.1415355342626605,-1.240206637648214,0.17553330905563774,-0.021460035318367033
Virginia Cavaliers,Baylor Bears,86,79,7,0,1,17.727272727272727,-1.0347377755092424,-4.891720312845635,-3.544585075429964,-6.459182599436701,0.0075037372588742,-0.0002548456972095,-0.0493265473157282,-0.0123275317913322,0.0726015001004622,2.914597524006737,0.211604152431982,0.021870374035511845
Florida Gators,Florida State Seminoles,76,67,9,0,0,13.168831168831169,-0.8689240747702769,-16.58682174622892,-0.3245979419492784,-15.980737627856996,-0.0194659950251704,-0.0030776784428397,0.0235186708678644,0.0444802070970568,-0.297164741698236,15.656139685907718,-4.652452705754269,-0.3047623372392525
Boston College Eagles,George Mason Patriots,71,56,15,0,1,-11.175824175824175,23.04771707729108,5.678812781994836,17.166188118885458,7.810145097736381,0.0394112148815702,0.0700988045740599,-0.0985297566143794,0.0664704316463598,0.2056543941584488,9.35604302114908,1.9241113592347971,0.3687330219477216
Elon Phoenix,NC State Wolfpack,63,74,-11,0,0,-17.5,-19.73300620147768,17.264629702883568,-9.82639862194992,6.694216040911925,-0.008099950381707,-0.0103860866865755,0.0666011729411116,-0.0266275933733858,0.1377884384853715,-16.520614662861846,-2.276349697214266,0.13381615904448205
Miami Hurricanes,Providence Friars,74,64,10,0,1,18.307692307692307,1.833970423353719,2.0612232995054853,2.4435337998792335,-4.495811338075626,0.0269275790790444,0.0171070877732105,0.0474614217746044,-0.1018296267957302,0.1019583279278023,6.939345137954858,0.7075240271798018,0.1868597649590617
Northeastern Huskies,Syracuse Orange,48,76,-28,0,0,-23.333333333333332,-26.65320447591104,17.91124206661752,-19.59930747710969,14.491320771557923,-0.1054314937446531,-0.1230148317811112,0.1606901622491799,-0.0383991459450369,0.0243571284678811,-34.09062824866761,-0.8303498118035736,3.594225858950694
James Madison Dukes,North Carolina Tar Heels,64,80,-16,0,0,-10.5,-26.184267147340577,-0.1045268032455482,-19.2993833061021,-5.306764279325222,-0.1325885919793129,-0.1408519632445777,0.0444146721378492,-0.1187148420869428,0.0703931051904679,-13.99261902677688,-0.9849839030420475,1.85526165486329
Miami Hurricanes,Maryland Terrapins,70,88,-18,0,1,18.307692307692307,5.262375619158007,5.15870699484482,3.11189174967393,1.6578714839817934,0.0380398511706028,0.0344563335967995,-0.0273967878131047,-0.0511895797995229,0.1420122526986486,1.4540202656921366,0.20648869340042786,0.05531071450596922
Alabama State Hornets,Pittsburgh Panthers,54,73,-19,0,0,-27.5,-30.054084758075675,21.38576263918442,-24.549837577494685,20.624150679930892,-0.147212698412033,-0.1591673907914453,-0.1808033204516509,-0.1171637666600914,0.1417379017827094,-45.17398825742558,-6.402866310764254,6.650184709409111
Wake Forest Demon Deacons,Loyola Marymount Lions,75,77,-2,0,1,8.472222222222221,2.33765506126592,10.328723006541123,6.857439788734226,13.973859980530833,-0.0061019670286153,0.0086050378824048,-0.1081421300156432,0.1179735955261196,-0.1747494188296878,-7.116420191796607,1.2435902926643125,0.043424161372115064
Illinois Fighting Illini,Virginia Cavaliers,61,70,-9,0,1,23.82051282051282,-4.771444290621375,-4.05774968743566,-2.86622271347548,-2.1448287173567593,-0.0080877620219081,-0.0169003563029009,0.0409049280164386,-0.0412087871842757,-0.1574767152317437,-0.7213939961187208,0.11360275689667741,0.005834462964641509
Virginia Tech Hokies,Charleston Cougars,75,77,-2,0,0,7.890109890109891,2.101537851020524,-19.46260573380762,-3.63471645972588,-13.340209182290948,-0.0180035004130633,-0.0058648853348156,0.0247570516364163,0.0934328105672467,-0.5247536817655306,9.705492722565069,-5.0929930395145835,-0.17473284223968308
Tarleton State Texans,Boston College Eagles,70,54,16,0,1,-23.0,-3.447100294886866,-5.957199367083277,-2.4297723470349126,-12.781549373054103,0.0116734190834985,0.0311258950964719,-0.0594080784973687,0.2916346275456559,0.0074787569045474,10.351777026019192,0.07741842390767618,0.1208406314836538
Louisville Cardinals,Arkansas Razorbacks,54,80,-26,0,1,-22.095238095238095,-11.808346220539375,17.85915857751293,-9.857956141013062,11.367810148963798,-0.0427550221993331,-0.0366513531014149,0.0795443383552451,-0.0299177159539981,0.3034343591905388,-21.22576628997686,-6.440626792527269,0.9075081089258169
Wyoming Cowboys,Boston College Eagles,48,59,-11,0,1,,-23.29081058364531,2.2863788294349945,-21.18628076505317,1.691576922386119,-0.051430445650801,-0.0736287278894919,0.0738044818891047,-0.1649969051728333,-0.257344951627789,-22.87785768743929,5.887501179921504,1.1766184164006062
Utah Utes,Georgia Tech Yellow Jackets,68,64,4,0,1,-4.0,-4.333101028184771,-10.9332075404011,3.0958645280494608,-12.808744931519584,0.0015127440097563,0.0107592823444175,0.0029626068379823,0.1436636594666878,-0.1109375029579491,15.904609459569045,-1.7644176589659661,0.024059602687476457
Mercer Bears,Florida State Seminoles,72,81,-9,0,0,-9.0,-0.4814676979938213,24.273614498970716,-4.970710701568251,25.792403382226723,-0.0438111677104487,-0.0493531917023666,0.0319716007046754,-0.0902676260561474,-0.2378506088055436,-30.763114083794974,7.317025413585027,1.347767950420808
Loyola Maryland Greyhounds,Clemson Tigers,41,72,-31,0,0,-20.666666666666668,-20.76927190430277,20.136888567393925,-14.793529673222691,15.774988873646636,-0.0862126993594931,-0.1162251535554464,0.0029367097757294,-0.1249603495666314,0.1284432526262345,-30.568518546869328,-3.9263199501252712,2.6353944993463343
Syracuse Orange,Richmond Spiders,74,71,3,0,1,5.8392857142857135,14.108702171654244,-14.769957138121429,6.805575298056681,-8.593752520900793,0.0307191063173238,0.0601936598012752,-0.1573150531409365,0.0952467630021811,-0.0015659978652725,15.399327818957474,-0.02411531449111883,0.47305358848587664
Bellarmine Knights,Duke Blue Devils,57,74,-17,0,0,-11.25,-10.285583932515962,19.374990614267706,-5.856477882170466,18.088103116878017,-0.0047476902845201,-0.0064110433196558,0.0787783553683061,-0.0125400044076042,0.3014993401669158,-23.944580999048483,-7.219275371786388,0.11368145457608707
Texas Tech Red Raiders,Louisville Cardinals,70,38,32,0,1,-0.9871794871794872,13.38875255616614,-11.820487782939182,12.272092471140198,-6.665591943273611,0.052930890202833,0.0437108873465781,0.0204849740005872,0.0337275779562823,-0.3085701392170951,18.93768441441381,-5.843603916205081,1.002388494435239
Bowling Green Falcons,Notre Dame Fighting Irish,66,82,-16,0,0,-16.0,-13.002571722586223,20.056691993952043,-13.899573664085011,13.83465092594355,-0.0481048237495855,-0.0453224065775536,-0.0612713969236586,-0.0948530529545955,-0.0185510299922169,-27.73422459002856,0.5144984321804993,1.334149985734744
Fairleigh Dickinson Knights,Pittsburgh Panthers,61,83,-22,0,0,-22.0,-21.507431127177423,19.490696319182916,-14.217490748522692,10.0705950776197,-0.0895843052997689,-0.1022072728946891,-0.0668097871032789,-0.1387405769465791,0.1372430121870853,-24.288085826142392,-3.333370059038234,2.17583129579613
Syracuse Orange,St. John's Red Storm,69,76,-7,0,1,5.8392857142857135,4.948661376281578,2.194529459941009,1.8923445226592437,1.870063744364444,0.0247188272858011,0.0325279443583934,0.017513155885019,0.0312179636197353,0.0322428848326637,0.0222807782947978,0.0007183965685412786,0.0005507547104623327
NC State Wolfpack,Kansas Jayhawks,74,80,-6,0,1,14.095238095238091,4.463938077330354,1.0880425516079697,-3.715862894257498,2.864596168364713,-0.0059374304561647,-0.0069464913238648,0.0191156931103892,-0.0123770233149282,-0.1170263907103097,-6.580459062622211,0.7700873733156252,0.03907101805395813
Marquette Golden Eagles,Georgia Tech Yellow Jackets,84,60,24,0,1,21.017857142857142,16.719301220686418,-5.35637309842663,16.259773003793143,-7.913856052765524,0.1047477707878083,0.1010435143948771,0.0535365704439776,0.041911551212753,-0.0978938037336021,24.173629056558667,-2.366448498391655,2.53213375552591
St. Francis Brooklyn Terriers,Miami Hurricanes,56,79,-23,0,0,-20.5,-27.969404844065323,14.374629978613754,-23.8443427889962,16.458085153721,-0.1147884375547084,-0.132578256816363,-0.0117202240930002,-0.1296318475984503,0.0525364457271564,-40.302427942717195,-2.1173463182851933,4.626252733205727
Louisville Cardinals,Cincinnati Bearcats,62,81,-19,0,1,-22.095238095238095,-8.92080875560282,-0.2558019133657581,-7.485076490136649,1.6202714827708746,-0.0476347843375696,-0.0315729872391739,-0.0382375109568337,0.1277993301738085,0.0163661604446699,-9.105347972907524,-0.14901958582915437,0.43373128700797636
South Carolina State Bulldogs,Wake Forest Demon Deacons,74,105,-31,0,0,-29.0,-17.24573888541896,27.18860218455515,-16.320035598613842,23.57833454613835,-0.1073882752980054,-0.1200564236739837,-0.0958465882044994,-0.1014756218798313,0.0825829854092417,-39.89837014475219,-3.294926519516595,4.284617157046368
Florida State Seminoles,Siena Saints,63,80,-17,0,1,-7.916666666666667,5.1798616412527,13.407770192324437,4.449978782138189,11.834991162948086,0.0263586301686256,0.0075646293228183,-0.0146927486043947,-0.0209604316004816,0.1691013310496386,-7.385012380809897,-1.248815423413014,-0.19465881013648934
North Carolina Tar Heels,Portland Pilots,89,81,8,0,1,11.662337662337665,-10.610735980806396,-15.465199139835065,-12.385213904889367,-13.98592781602133,-0.1049669325327332,-0.0982076216869355,-0.1748837243460319,0.079552085532882,0.0717533704833394,1.6007139111319617,0.11485661830328686,-0.1680220291139961
Duke Blue Devils,Oregon State Beavers,54,51,3,0,1,14.321428571428571,13.382968137425364,-13.971356473594923,3.590306375371327,-10.461941533640342,0.0112368349904783,0.028259760125946,-0.1157244154979572,0.028596223374411,-0.0527342698148243,14.052247909011667,-0.7410350327386218,0.15790279099885782
Dayton Flyers,NC State Wolfpack,64,76,-12,0,1,-28.0,-33.13135073920904,1.1124997052616834,-22.88371849728631,-6.43848463212197,-0.1243428882348144,-0.1297850195756202,-0.0493512841530147,-0.0454972945424154,0.1140455973018039,-16.44523386516434,-1.8755065189205204,2.0448478764915143
Florida State Seminoles,Stanford Cardinal,60,70,-10,0,1,-7.916666666666667,10.1755511535943,12.50934236042508,6.660654056152666,13.40494515047682,0.0624320532403055,0.040312276309624,-0.0341699199222171,-0.0563613803647488,0.1847986866126637,-6.744291094324154,-1.246336136364588,-0.42105994066896385
Duke Blue Devils,Xavier Musketeers,71,64,7,0,1,14.321428571428571,-6.4640410507959984,-5.935154757768203,-7.401366900070002,-6.073053034922111,-0.0698182358080843,-0.0575082862755227,0.0473483770818636,-0.0215998257887712,-0.0099379384901575,-1.3283138651478907,0.013200701487463102,0.09274053066404332
Notre Dame Fighting Irish,St. Bonaventure Bonnies,51,63,-12,0,1,-5.0375,2.835705992799703,20.921328310300908,5.307811047199692,27.06838466818654,0.0314381570829188,0.0218863121006973,-0.0331730475207858,0.0596678677694104,-0.0653032806608866,-21.760573620986847,1.4210368465131895,-0.6841123317110036
North Carolina Tar Heels,Iowa State Cyclones,65,70,-5,0,1,11.662337662337665,0.5191042295376178,8.359890715459315,-0.0295531986881627,4.458523511372263,-0.0302559055030252,-0.0069001627849708,-0.0054047383681362,0.1492533033243322,0.0578702286591367,-4.488076710060426,-0.2597260254509428,0.13579082482991647
Maryland Eastern Shore Hawks,Virginia Cavaliers,45,72,-27,0,0,-27.0,-35.71800849799794,20.37256136061843,-26.038415735064262,12.67691191757126,-0.108891407084419,-0.1323955909351135,-0.0019037744504684,-0.3088601201947928,0.0594385948121538,-38.71532765263552,-2.3011846733647765,4.215766503829799
Iowa Hawkeyes,Clemson Tigers,74,71,3,0,1,13.595238095238097,5.861253286732136,5.835277174036662,11.414743250366016,7.308819225792234,-0.0089122429892375,-0.0122303236037314,-0.0270042893247269,0.0307055457619232,-0.0541143924697075,4.105924024573781,-0.22218958411658654,-0.0365929926023495
William & Mary Tribe,Pittsburgh Panthers,64,80,-16,0,0,-18.0,-9.184396569969536,30.353143564413543,-2.2457401233156986,20.090985549960124,-0.0248917294032235,-0.0395873593894957,-0.1430611775370942,-0.0141063179583595,0.1279113622866895,-22.336725673275826,-2.857121009892783,0.5559997312132171
Charleston Southern Buccaneers,Virginia Tech Hokies,64,69,-5,0,0,-15.5,-19.314237402687723,17.661545894022794,-12.359316824664743,9.415863069138425,-0.1056431570854632,-0.1193538077316898,-0.0314917649534376,-0.1131818178481788,0.163679937954786,-21.77517989380317,-3.5641600939720064,2.300398750085268
Butler Bulldogs,NC State Wolfpack,61,76,-15,0,1,-1.7500000000000009,-12.97210477939322,3.0423677750872287,-9.385889898057954,0.7878438985234055,-0.0117674700219071,-0.0128593055976125,-0.0183142430202569,-0.0219758538697549,0.2392025120586446,-10.17373379658136,-2.433582681158193,0.11971910746213425
