home_team,away_team,home_score,away_score,point_spread,is_conference,is_neutral,home_advantage,off_eff_diff,def_eff_diff,adj_off_eff_diff,adj_def_eff_diff,efg_pct_diff,ts_pct_diff,threepar_diff,ftr_diff,luck_diff,net_rating_diff,rating_luck_interaction,shooting_strength_interaction
Nebraska Cornhuskers,St. John's Red Storm,50,70,-20,0,0,-6.1,-5.491198646730879,1.2204038414545977,-2.543418969581282,-0.6135226876778432,0.0064423575428546,-0.0009569498497518,0.088152290228737,-1.884767850540703e-05,0.1834153650051107,-1.9298962819034404,-0.3539726309673255,-0.012433081868647677
Central Michigan Chippewas,Minnesota Golden Gophers,60,68,-8,0,0,-10.0,-2.3493848831805906,-0.7385577084385773,-3.8458677163650066,-3.4408187799505043,-0.0347673403951629,-0.0298456693773143,0.029532155770244,-0.1148104349408804,0.0960395406884775,-0.4050489364145022,-0.03890071380960512,0.014082474249021691
Michigan Wolverines,Arizona State Sun Devils,62,87,-25,0,1,6.166666666666667,-13.594131026398742,2.3457773991755175,-14.830068608993445,8.499344162853106,-0.0972881848984881,-0.0827349045644912,0.0066298215084475,0.0637285908414595,-0.2186129706833099,-23.32941277184655,5.1001122303505255,2.2696762233205567
Temple Owls,Rutgers Scarlet Knights,72,66,6,0,1,-7.0,-4.574801765636423,14.143958580649652,-0.4706853558062676,11.957257980673546,-0.0034365285921101,0.0099551866158245,0.1415154612653913,0.033036379820708,0.2458408028525982,-12.427943336479816,-3.055295567646796,0.04270898261693708
Indiana Hoosiers,Xavier Musketeers,81,79,2,0,0,14.153846153846152,-2.978569759303795,-5.356483315519398,-3.1821716237731295,-2.7231745561196306,-0.0139133135231599,-0.0168725298015198,-0.019681603570672,-0.0228791863432825,-0.0386512344023885,-0.4589970676534989,0.017740803251884357,0.0063861701084741655
Villanova Wildcats,Michigan State Spartans,71,73,-2,0,0,3.166666666666667,4.36193186928061,3.948807250438435,0.8324626539663882,4.763627769377109,0.0176372121812506,0.0360081781328953,0.1600302219010657,0.0697825051879185,-0.0311378891496449,-3.931165115410723,0.12240818359261009,-0.06933479326002943
Purdue Fort Wayne Mastodons,Northwestern Wildcats,52,60,-8,0,0,-13.5,-29.355513197715297,2.2775079639560403,-23.080831873973892,-5.70472761021945,-0.0917969959690799,-0.1114148962562631,0.1796229964550765,-0.1719340387991683,0.0567501428269413,-17.376104263754442,-0.9860963987438882,1.5950741730581788
Illinois Fighting Illini,UCLA Bruins,79,70,9,0,1,23.82051282051282,1.4695586115128094,-4.3046578562497615,-4.835237656736965,5.594801456790819,0.0198966523492871,0.0268843004514613,0.2102777003888087,0.0976632621298372,0.0709375805435048,-10.430039113527783,-0.7398817396877825,-0.2075228622313289
Saint Louis Billikens,Maryland Terrapins,67,95,-28,0,1,-5.0,-12.49161732081842,14.89995277803314,-5.797016208811286,6.211279866777119,-0.0649505134458544,-0.0637372792161484,-0.0629606030316245,-0.0639234092056011,0.4458067190998608,-12.008296075588405,-5.3533790754378,0.7799449957193052
Arkansas-Pine Bluff Golden Lions,Nebraska Cornhuskers,58,82,-24,0,0,-21.166666666666668,-17.01390646607379,11.5492256761908,-12.240387372085223,13.941019825037245,-0.0755240822397992,-0.0759543079519062,0.0284331731147428,-0.1582394592049039,-0.1297814395760033,-26.181407197122468,3.3978607161680876,1.9773267503091478
Miami (OH) RedHawks,Indiana Hoosiers,56,86,-30,0,1,-7.0,-21.05166318598053,17.500747650048083,-15.164267377714964,11.922264916145195,-0.098477594500793,-0.0995002678425811,0.1584589751292456,-0.1595670465766716,0.1360422950965996,-27.08653229386016,-3.6849140194648986,2.6674165436673953
Penn State Nittany Lions,Colorado State Rams,68,56,12,0,1,4.285714285714286,8.103850325078568,14.542129324128652,9.773948812679748,16.22802878491804,0.0490761490368049,0.0519553706340661,0.0854411482133893,-0.0234955612869779,0.2977524785863932,-6.45407997223829,-1.9217183087287506,-0.3167413906130239
Ohio Bobcats,Michigan Wolverines,66,70,-4,0,0,-4.0,-25.551260810651684,3.892928639346465,-21.02217949406007,1.9674092479907015,-0.1407710745042437,-0.1454627560686054,-0.0543020207483493,-0.0160727950325699,0.1634218242823314,-22.98958874205077,-3.757000531726485,3.236269109629151
Omaha Mavericks,Iowa Hawkeyes,64,100,-36,0,0,-23.75,-26.441975746979637,17.737822239601442,-21.81443400077569,13.425024298406685,-0.0719307193988851,-0.0863304900630916,-0.0660637120585198,-0.1703259798162254,0.1868624085333689,-35.239458299182374,-6.584930053196435,2.5347995866872
Ohio State Buckeyes,San Diego State Aztecs,77,88,-11,0,1,12.727272727272728,3.197088293092932,-1.6648447552010737,-4.279391750975705,5.1000050514120545,-0.0033674561521889,-0.0197831773953452,-0.0150566478680064,-0.0658759293410022,-0.0924064477140672,-9.37939680238776,0.8667167402093335,0.03158470746602156
California Baptist Lancers,Minnesota Golden Gophers,61,62,-1,0,1,,-4.034964481133798,-12.325426005801972,-7.321441301648491,-3.5937224048635557,0.0119608697699993,-0.0099082731630668,0.003447196249063,-0.1867124253298668,-0.5890730679734721,-3.727718896784935,2.1958988070717886,-0.04458676026361007
Ohio State Buckeyes,Cincinnati Bearcats,81,53,28,0,1,12.727272727272728,8.707487810394554,-11.209004720791484,8.845579216007792,-6.432663507088662,-0.0054984818874416,-0.0008711344132596,-0.0981861864242316,0.0588118860180569,-0.3322286845113621,15.278242723096454,-5.075870481539626,-0.08400714088488227
Rider Broncs,Rutgers Scarlet Knights,46,76,-30,0,0,-12.333333333333334,-14.256502520876126,21.452541208998824,-6.565966157453971,18.282802778937096,-0.0798363589457191,-0.0829489623006898,-0.0406144469178378,-0.0867346160925488,0.2219913077387011,-24.848768936391068,-5.5162107118862655,1.9838352361649518
Liberty Flames,Northwestern Wildcats,52,66,-14,0,1,-36.0,-22.912350501728397,23.061740616583705,-12.706266185109058,13.523628336647915,-0.0563744607578123,-0.045535344793078,0.157471908106805,-0.0494116316288738,0.0963562447902171,-26.229894521756975,-2.5274141373599894,1.4786961593983445
Wisconsin Badgers,Dayton Flyers,43,42,1,0,1,0.116883116883117,21.6666392862315,-0.7319218814326973,16.79276236904815,6.129303246367357,0.0996043551378325,0.0934642289568415,0.0911280733814852,-0.0014499709151091,0.0261131720097868,10.663459122680791,0.27845674228989375,1.0621269694532574
Texas Tech Red Raiders,Ohio State Buckeyes,73,80,-7,0,1,-0.9871794871794872,-4.239544009831235,-0.8672849755134564,-4.058563235004243,1.3873430465859258,0.010794587752705,0.0130090345206639,0.0804336494679852,0.1027150221120339,0.0400247057389368,-5.445906281590169,-0.21797079640247402,-0.05878631324963247
Little Rock Trojans,Indiana Hoosiers,68,87,-19,0,0,-19.0,-19.810146292080415,19.202916512822824,-12.81874686062342,8.380060685644992,-0.1650293348141432,-0.1358234150885907,0.0942643977767735,0.0620414532826023,0.1375381881836107,-21.198807546268412,-2.915645581566811,3.498425108213715
Jackson State Tigers,Michigan Wolverines,68,78,-10,0,0,-24.0,-27.169929653278658,14.429105905026404,-20.546846156475993,9.798038784777743,-0.0848343215079808,-0.0869532515922684,0.0086771624685653,-0.0964305101001969,0.1733489668694882,-30.34488494125374,-5.260254454339826,2.574287725229005
Auburn Tigers,Northwestern Wildcats,43,42,1,0,1,16.583333333333336,0.2076500305479811,-0.0001658388046337,0.1420551842254269,-0.5793296490205222,0.0200344840265188,0.0154846941808248,-0.0449252191723283,0.0484280608700234,-0.0521759201156904,0.7213848332459492,-0.037638917432111285,0.014452572918638896
Minnesota Golden Gophers,UNLV Rebels,62,71,-9,0,1,-19.032967032967033,-10.76751956055837,14.29656769920136,-5.937733395357284,5.92381852072684,0.0249361315337816,0.0195732838079363,-0.0459504557014751,-0.0007712774080733,0.034568931957648,-11.861551916084125,-0.41004118109922133,-0.2957812187742529
Wisconsin Badgers,Kansas Jayhawks,68,69,-1,0,1,0.116883116883117,-7.000773375647185,1.4686203754369558,-9.80681902249566,2.5554147826101,-0.0306759635531467,-0.0432672819426435,0.0608924823388598,-0.0593242887724528,0.023132378601281,-12.36223380510576,-0.28596787273726104,0.37922343364090233
Oklahoma Sooners,Nebraska Cornhuskers,69,56,13,0,1,-6.0,4.567326514430775,-1.2625341414550777,6.280938532241478,2.8045177256023095,0.0304500467116253,0.0427297452741187,-0.0062183852231806,0.0225638648342154,-0.1605925807324748,3.476420806639169,-0.5582873890502559,0.1058571759514288
Purdue Boilermakers,West Virginia Mountaineers,80,68,12,0,1,23.291666666666668,5.312062111012665,-4.323811493929782,4.523684856154844,-2.324186463232678,0.0049979444597799,0.0030123615138859,0.0224327203930138,-0.060976460560041,0.1226879897138355,6.847871319387522,0.8401515659946854,0.034225280522018536
Alabama Crimson Tide,Michigan State Spartans,81,70,11,0,1,33.35227272727273,7.2870604915109,-8.783915640088921,5.48437159929216,-3.663949429010472,0.0237899535439626,0.0348503203216484,0.1504032966568738,0.1456934186935841,-0.0701918854594996,9.148321028302632,-0.64213790176535,0.21763813226857578
Jackson State Tigers,Indiana Hoosiers,51,90,-39,0,0,-24.0,-31.91558513380984,17.477739403113105,-21.86953001699295,10.82566338368636,-0.1258356426785881,-0.1234620626037219,0.0975287859847756,-0.0850338579143855,0.1474653307707674,-32.695193400679315,-4.821407509445387,4.114220674075214
USC Trojans,Wisconsin Badgers,59,64,-5,0,1,3.0,-2.950499675646455,3.0011117617096374,9.018241252337605,0.567166192367381,0.0092418563027186,0.0188936640320581,-0.1098836888352139,0.0030084753038022,0.0145745185850697,8.451075059970222,0.12317035052535502,0.07810362130773377
Coppin State Eagles,Maryland Terrapins,79,95,-16,0,0,-20.25,-13.239175968158875,24.179949942619817,-7.983348925064789,17.707635791122243,-0.0268739415500954,-0.0251690252914266,0.0815488182217994,0.0135125861117368,0.1940301594804252,-25.69098471618703,-4.984825861690936,0.6904180216272046
Nebraska Cornhuskers,Memphis Tigers,61,73,-12,0,1,-6.1,-7.189719386704013,4.312383670804735,-10.643030869082423,5.4949009893882135,-0.0099144771922242,-0.0303560378612177,0.1130147421104899,-0.1169090025219576,0.2018194680214572,-16.137931858470637,-3.25694882264307,0.15999915734047543
Lafayette Leopards,Penn State Nittany Lions,57,70,-13,0,0,-13.666666666666666,-16.31367436620637,13.887012242613054,-12.728095774533116,7.825035317048602,-0.089295356577754,-0.0991412292292179,0.0901255562928973,0.0772303973402681,0.0701234978261148,-20.55313109158172,-1.441257443420383,1.835299169612112
Lindenwood Lions,Illinois Fighting Illini,59,92,-33,0,0,-31.0,-30.438394768097183,23.684529850108305,-22.818714282465834,12.741658592097636,-0.1390761484212211,-0.1102785357451511,-0.0602012237387387,-0.073881740534028,0.2181129014364566,-35.56037287456347,-7.756176103833306,4.945599695816754
Purdue Boilermakers,Gonzaga Bulldogs,84,66,18,0,1,23.291666666666668,12.230006912309676,-10.791268052741358,4.63060549079691,0.8182769299116046,-0.0085188731668959,0.004986308415342,0.0335823892582781,0.0531175425490339,-0.2112161894152013,3.8123285608853057,-0.8052255114289325,-0.03247674348071669
Oregon Ducks,Michigan State Spartans,70,74,-4,0,1,,-0.881586053095802,17.295591864212653,1.2192730990386451,13.27547816004244,0.0040017670450126,-0.0048999930663432,0.1180025630527349,0.0534090470321845,0.2133155141480609,-12.056205061003794,-2.5717755812624783,-0.04824612410103911
Central Connecticut Blue Devils,Rutgers Scarlet Knights,49,83,-34,0,0,-25.5,-13.922688752111483,41.98480057253579,-4.930790432393238,41.40643455723864,-0.0281916393474763,-0.0424807270299111,0.1871847944871007,-0.1052460480222717,0.2743889489957204,-46.33722498963188,-12.714422464283324,1.3063223352705682
Iowa Hawkeyes,TCU Horned Frogs,66,79,-13,0,1,13.595238095238097,5.228716924697906,10.913778932878358,7.356598862638634,8.316850032995674,0.0212021129160203,0.0211272674329118,0.0790277180586421,-0.0099823570333488,0.0132729286672005,-0.96025117035704,-0.012745345286744786,-0.020359353741650606
Portland Pilots,Michigan State Spartans,77,78,-1,0,1,,15.231745052636612,15.634253932512252,14.194890763487308,14.065636057371748,0.1021617329655266,0.1103480037092187,0.2136777423196921,0.0693680859266723,-0.1776585887976698,0.1292547061155602,-0.022963208683947963,0.013204884770715478
Illinois Fighting Illini,Maryland Terrapins,66,71,-5,0,0,23.82051282051282,-1.9583243288017511,-3.4636951968250003,-2.816010424438147,-3.8357095146110822,0.01352019880144,0.0026286937521958,0.0454608862773662,-0.0184047719905547,-0.0155241225390073,1.019699090172935,-0.015829933628758897,0.013786534416785574
Saint Francis Red Flash,Ohio State Buckeyes,59,96,-37,0,0,-26.666666666666668,-13.74842704793008,38.386820555846526,-9.657940688516716,32.8816487133995,-0.0314600198193324,-0.0394689809103685,0.0049791771249386,-0.0614436367272305,0.28149279704913,-42.53958940191622,-11.974588006066924,1.3382963256905467
Indiana Hoosiers,Rutgers Scarlet Knights,48,63,-15,0,0,14.153846153846152,7.190548474253404,10.538813031416666,6.321967377506482,12.179383370308583,0.0642852479142193,0.0503744783710772,-0.0186763398864094,-0.0116930957104683,0.1272284875308774,-5.857415992802103,-0.7452301776033843,-0.3765454392339962
Wisconsin Badgers,Marquette Golden Eagles,80,77,3,0,0,0.116883116883117,-13.676076025852538,-1.686931848774293,-12.212489332622424,-0.01905089157718,-0.0829574827280369,-0.0837188142681103,-0.0034531292003024,-0.0276503434438438,0.0812095730114127,-12.193438441045243,-0.9902239293382299,1.0115369588683918
Michigan Wolverines,Kentucky Wildcats,69,73,-4,0,1,6.166666666666667,-5.919196861832987,1.5207000205775216,-0.5398587201019325,-1.620892559940458,-0.0088158342975207,-0.0063818634580767,0.0653968375104679,0.0093615211125063,-0.0047301473772844,1.0810338398385273,-0.005113449382267894,-0.009530215202028989
Nebraska Cornhuskers,Creighton Bluejays,63,53,10,0,0,-6.1,-12.041350434673063,6.107965295354475,-9.000423202042981,5.827080266978598,-0.0359228113091658,-0.0471306930629291,-0.0478792797870127,-0.0064768594024425,0.3644783513313537,-14.82750346902158,-5.404304018748913,0.5326456093036637
Minnesota Golden Gophers,Purdue Boilermakers,70,89,-19,0,0,-19.032967032967033,-23.734254602179064,9.655320110843377,-17.410390245712023,8.026541912458796,-0.0584628855423771,-0.076621754091089,-0.0146905716968405,-0.0415871625447002,0.2288606859601021,-25.43693215817082,-5.821513742439554,1.487116453312352
Northwestern Wildcats,Michigan State Spartans,70,63,7,0,0,10.428571428571429,0.3902916560803504,-6.235161927858968,-0.7165687025628955,0.3362514746876002,-0.031476511289366,-0.0189358067644616,0.0846300626371155,0.064610373386202,-0.0531888423421878,-1.0528201772504957,0.05599828642245083,0.033139106194897544
Illinois Fighting Illini,Texas Longhorns,85,78,7,0,1,23.82051282051282,-4.6021089108032385,-3.612780757002213,-4.803817757357862,-2.9427803998756445,-0.0124462102700222,-0.0221482320462964,0.0812018135485523,0.0020544141669712,-0.0487281552250908,-1.8610373574822177,0.0906849172350863,0.023162862271590152
Maryland Terrapins,Wisconsin Badgers,59,64,-5,0,0,11.274725274725276,8.177038169665579,-2.460870980058999,7.332172487896145,-0.3262155671917384,0.0192976690861558,0.0362415139705812,-0.0292566518664522,0.0991406153809091,-0.1882807160070042,7.658388055087883,-1.441926786471435,0.1477890384204543
Michigan State Spartans,Penn State Nittany Lions,67,58,9,0,0,2.3636363636363633,-6.9646877748457,-3.020210758405355,-3.8353516221690858,-4.200140789836013,-0.0503918436562932,-0.0391212287411939,-0.1649484219876129,0.0769900013478315,0.0650187188732263,0.3647891676669275,0.02371812434053417,-0.018382398704581134
Hofstra Pride,Purdue Boilermakers,66,85,-19,0,0,-19.0,-16.570219930804683,34.63849407211235,-5.549608675784384,17.39535715926462,0.0371138034366617,0.0027076986191539,-0.0063469536022031,-0.1861150304357723,0.0700432489698948,-22.944965835049004,-1.6071399545900678,-0.851574951862927
Nebraska Cornhuskers,Indiana Hoosiers,65,81,-16,0,0,-6.1,-12.6919891973981,4.355535322158957,-9.6543299986525,1.270268955309632,-0.0449663773841508,-0.0520985405366468,0.079335359549965,-0.022344316938591,0.272166131117921,-10.924598953962132,-2.97330583131476,0.4912396393343603
Rutgers Scarlet Knights,Ohio State Buckeyes,66,67,-1,0,0,15.520833333333332,-7.252938365545077,-12.173275712113508,-6.581308923152605,-12.61579193920508,-0.0304132394102688,-0.0223749148048665,0.0009640309019569,0.0297456382079818,0.0064431891598996,6.0344830160524765,0.03888131555462756,-0.1835281766844049
Iowa State Cyclones,Iowa Hawkeyes,56,75,-19,0,0,16.48809523809524,-6.4105823307452,-11.84569626954594,-8.085370551658599,-11.928539906250322,0.0038864474979672,-0.0138225680183678,-0.0046005769400294,-0.1046298923827842,-0.0190334931566812,3.8431693545917223,-0.07314893761058845,0.014936275922417218
Michigan Wolverines,Minnesota Golden Gophers,90,75,15,0,0,6.166666666666667,13.822652579721904,-3.0293117077202396,11.750968040929394,-4.001228865213662,0.0393016723195444,0.0456585747101621,0.0039409448441751,-0.009314083129277,-0.3222392612725387,15.752196906143055,-5.075976294455108,0.6190876811181755
Penn State Nittany Lions,Illinois Fighting Illini,74,59,15,0,0,4.285714285714286,3.368980882318681,10.33019584441898,2.7406595644738445,7.423427965429099,0.0294683914201815,0.0217922558109888,0.0568234630624994,-0.1513335826091834,0.1075681687101099,-4.682768400955254,-0.5037168213843263,-0.13799365216940684
Purdue Boilermakers,Nebraska Cornhuskers,65,62,3,0,0,23.291666666666668,17.857935739324077,-7.932910227195393,13.991068342918169,-4.26795740364615,0.0231262694363763,0.0465529089061202,0.0202658908189106,0.0846422147983797,-0.2046711919042051,18.25902574656432,-3.7370965625588877,0.4222631490607784
Brown Bears,Michigan State Spartans,50,68,-18,0,0,-11.5,-17.741517986345414,1.80985847990587,-12.389140979763596,2.496284858299319,-0.0584065276027339,-0.0773029700736823,0.089576718218668,0.0711583377169242,-0.0197943497059061,-14.885425838062917,0.29464732455994774,0.8694060350892701
Indiana Hoosiers,Arizona Wildcats,75,89,-14,0,1,14.153846153846152,-0.4170653968721609,-6.636659882688377,-14.220649740486325,2.921033487074922,0.0147838830981031,-0.0001966638514794,-0.0743311719611948,-0.0316606140782337,-0.3163084542546149,-17.141683227561245,5.422059325032156,-0.2534206409409801
Prairie View A&M Panthers,Northwestern Wildcats,51,61,-10,0,0,-18.333333333333332,-19.542002705537243,19.454760986568388,-11.508012721729829,12.451240821089511,-0.0487089259530585,-0.0769743485068538,-0.0097203883724185,-0.1382454708701833,0.0850428882330514,-23.95925354281934,-2.037564121189326,1.1670295067077419
Tennessee Volunteers,Maryland Terrapins,56,53,3,0,1,35.916666666666664,-0.2340115868706362,-15.289451973649037,-1.8067329812138695,-13.560180588879817,-0.0112127373990695,-0.0109209054632045,0.0129693628432543,-0.026190032759878,-0.0520547276393512,11.753447607665947,-0.6118225140404349,-0.13178832155847992
Seton Hall Pirates,Rutgers Scarlet Knights,45,43,2,0,0,11.86111111111111,-2.682683159069711,6.762563944787445,-2.331748708037196,8.80197077401894,0.0069301888790865,0.0089456856965138,0.0381739134683216,0.135344954003404,0.1335582771426241,-11.133719482056136,-1.4870003922126869,-0.07715877893741414
Wisconsin Badgers,Iowa Hawkeyes,78,75,3,0,0,0.116883116883117,-13.135494121374606,-5.040279255893438,-13.346070614707456,-6.611086730018741,-0.0354586740893356,-0.054404347618194,0.0431213912323735,-0.1106890226470089,0.1759599047794612,-6.734983884688717,-1.1850871230410323,0.2388135985641046
Mississippi State Bulldogs,Minnesota Golden Gophers,69,51,18,0,0,9.083333333333334,7.753601980142662,-14.30514319577128,5.283338768096144,-8.65494088548948,-0.004415257138146,0.0020870361847037,-0.0109397134312491,0.0201100615609556,-0.2980691758249327,13.938279653585624,-4.1545715287616956,-0.06154108873396909
Arkansas-Pine Bluff Golden Lions,Minnesota Golden Gophers,56,72,-16,0,0,-21.166666666666668,-11.137587603218805,9.826815792542815,-8.82106546929137,10.182435316224598,-0.0401874661337983,-0.0458854627669375,0.0228578539926727,-0.2012945114585834,-0.1539709336319003,-19.003500785515968,2.925986758220444,0.7637025442415323
UCLA Bruins,Maryland Terrapins,87,60,27,0,0,27.0,-3.4278829403145608,0.8409626594247612,2.0192272322988174,-9.4305109714019,-0.0063764535478471,-0.0242556066992655,-0.1648168141114424,-0.1160680341203919,-0.0864617030825121,11.449738203700718,-0.989963864940867,-0.07300872379090793
Lehigh Mountain Hawks,Wisconsin Badgers,56,78,-22,0,0,-22.0,-12.06926188560962,24.036786103142816,-9.28270560299208,19.858906414742336,-0.015544169218601,-0.0248452970418812,-0.099729627210564,-0.1577902031419351,0.0088317483271804,-29.141612017734417,-0.2573713831889662,0.45298214850648033
Indiana Hoosiers,Kansas Jayhawks,62,84,-22,0,0,14.153846153846152,3.72946392542228,1.110571352050414,-1.5061287394347431,3.450584885067883,0.0297604512289386,0.0216119281547846,-0.0680391540566774,-0.0079565563505425,-0.1117367841681579,-4.956713624502626,0.5538472404444176,-0.1475140340778259
DePaul Blue Demons,Northwestern Wildcats,45,83,-38,0,0,-9.583333333333334,-2.890732920300394,14.0829099028048,-2.414762101916537,8.827563073470074,0.0232297488976244,0.0173260364642569,-0.0086330295937951,-0.0243543927207111,0.2029923691229314,-11.242325175386611,-2.2821062218021035,-0.2611563908496722
Alabama A&M Bulldogs,Illinois Fighting Illini,47,68,-21,0,0,-20.0,-23.645299860661908,19.356039181807137,-18.511704905858625,11.62260641662874,-0.1018274196749951,-0.1100213206135705,-0.1454877855269691,-0.1582711414556871,0.2090056091156159,-30.134311322487363,-6.298240093236072,3.0684991656518776
Lipscomb Bisons,Michigan Wolverines,75,83,-8,0,0,-0.3333333333333333,1.7614484950814957,8.519865148992196,-4.3966049034477095,8.18676790061194,0.038350103643381,0.024438094349256,0.0051806167118336,-0.1973310774610988,0.0283666877159944,-12.583372804059652,-0.35694860674669693,-0.48257365121898943
Davidson Wildcats,Purdue Boilermakers,61,69,-8,0,1,,-23.93565765672872,1.8606349747874305,-19.60161232203781,-4.495845929255481,-0.0412119926816725,-0.0643463801396345,0.0363105427862147,-0.1961426668907688,0.0537254203320686,-15.105766392782328,-0.8115636488902662,0.6225387340303997
Nebraska Cornhuskers,Kansas State Wildcats,56,71,-15,0,0,-6.1,-8.011888976234303,7.290155532543196,-5.794367533082806,2.75697071911614,-0.0103907602310756,-0.0360088132628901,0.0151039319277934,-0.1062474346161615,0.2169892430640982,-8.551338252198944,-1.8555484145297172,0.08885490543342432
Southeast Missouri State Redhawks,Iowa Hawkeyes,75,106,-31,0,0,-19.0,-8.970137669583949,26.19292968151349,-10.297345563109571,11.172840081227562,0.0344499606618515,0.0018495276434463,0.0331985787664866,-0.1855305533622268,0.178628930193633,-21.470185644337135,-3.835196292706639,-0.7396470508500631
Canisius Golden Griffins,Penn State Nittany Lions,67,97,-30,0,0,-30.0,-15.277861112353008,38.44903157511395,-12.727890777166465,31.048193208868213,-0.102423143572324,-0.0833453654743535,-0.1258270771751379,0.082665643254191,0.1103394295055149,-43.77608398603468,-4.830228133004573,4.483684135135744
Elon Phoenix,Indiana Hoosiers,72,96,-24,0,0,-17.5,-18.998532049569604,17.242100902441123,-12.036132776772677,6.108227324208755,-0.0437978320668105,-0.038944506165225,0.1537560201081784,-0.0310480603377715,0.1324988319432197,-18.14436010098143,-2.4041065197371996,0.7946836366625215
Queens University Royals,Nebraska Cornhuskers,65,75,-10,0,0,-10.0,-9.406605630595363,1.978818477891167,-8.947537571169619,7.678217198308701,-0.1141189014859363,-0.0926308636862173,0.0822950055927759,0.0592109450463682,-0.2131042985889588,-16.62575476947832,3.5430198086617137,1.897312870667432
UIC Flames,Northwestern Wildcats,54,92,-38,0,0,-38.0,-25.664509672057974,38.92756019041653,-16.59221425503928,34.57074366897959,0.0050961274774817,-0.0015230770340475,0.1232473091763237,0.1258290100823562,0.0993500897691151,-51.16295792401887,-5.083044462604733,-0.2607329557058326
Eastern Illinois Panthers,Iowa Hawkeyes,92,83,9,0,0,-14.333333333333334,-32.05584343414185,0.2004000995672612,-27.952144113985952,-9.795041402067966,-0.0863689341887334,-0.1071456603878945,-0.1034686468091896,-0.0494578672455266,0.4888365679468869,-18.157102711917982,-8.875855773553099,1.568209609183717
Oakland Golden Grizzlies,Michigan State Spartans,54,67,-13,0,0,-50.0,-17.002712494364232,17.435241042248506,-13.330430729187045,18.19093327217844,-0.1071581810418873,-0.1003533369922327,0.0631712949382448,0.0047066181402046,0.0420394486893514,-31.521364001365484,-1.3251407645537727,3.3777720303455516
Maine Black Bears,Ohio State Buckeyes,61,95,-34,0,0,-14.0,-15.672695254576311,22.661098301134075,-12.76520314935128,21.11309011244306,-0.0139551319528259,-0.0361551998273438,0.095684142083857,-0.1054794106984631,0.5786894295799088,-33.87829326179434,-19.605010202808632,0.4727760528048726
New Orleans Privateers,Purdue Boilermakers,53,74,-21,0,0,-28.666666666666668,-31.99416381404113,29.59693186738528,-24.78933740504505,25.290860846383737,-0.0171616628474129,-0.0439176582088731,-0.0361349338349465,-0.0888409988719272,0.0811184731747796,-50.08019825142879,-4.06242921844617,0.859459477722618
Chicago State Cougars,Minnesota Golden Gophers,55,58,-3,0,0,-16.0,-5.282695318901247,3.7387952217112,-4.79556015385117,2.3174519294926057,-0.0503951588796013,-0.0142439039306803,0.0781050237050997,0.0320519464245914,-0.1708880692861007,-7.113012083343776,1.2155289017313227,0.3584613740526334
Quinnipiac Bobcats,Penn State Nittany Lions,68,77,-9,0,0,-9.0,-12.31265259268757,3.849085582762882,-10.037451089406616,-3.30497582748454,-0.1643539268145826,-0.1419260527100115,-0.097593925991167,0.0425927835092002,-0.000477339273601,-6.732475261922076,0.003213674851062586,1.1065087464789287
Saint Peter's Peacocks,Maryland Terrapins,45,75,-30,0,0,-33.0,-36.3274489180471,25.249395224716196,-27.91023604282437,20.59878336310919,-0.1811286097183031,-0.1937403527334795,-0.0344447709589094,-0.1390845420812332,0.2028815405048049,-48.50901940593356,-9.841584585453276,8.786371243794932
Illinois Fighting Illini,Missouri Tigers,71,93,-22,0,1,23.82051282051282,-8.746373715057473,-10.638385326551017,-5.614735204407097,-13.342280365876718,-0.03590554256352,-0.0424151542739418,-0.0150830946287238,0.0169733995134795,-0.1877998931734631,7.727545161469621,-1.4512321558171064,-0.2774617017066705
Bucknell Bison,Rutgers Scarlet Knights,50,85,-35,0,0,-19.5,-23.2045226995361,21.79571015029255,-13.48363088037604,21.525872613008005,-0.043925905081742,-0.0522738638218602,0.1530938853961916,-0.1489523417285654,0.2661037221026228,-35.009503493384045,-9.31615918855427,1.5378241274093027
Kennesaw State Owls,Indiana Hoosiers,55,69,-14,0,0,-12.0,-16.786478230186475,14.160551289908042,-7.267763066179,8.23482747300892,-0.1065877763725848,-0.1064485896143175,0.0641778176901934,-0.0366598454186963,0.0906199803352855,-15.50259053918792,-1.4048444498071924,1.6523866535867109
Brown Bears,Northwestern Wildcats,58,63,-5,0,0,-11.5,-18.131809642425765,8.045020407764838,-11.6725722772007,2.1600333836117187,-0.0269300163133678,-0.0583671633092207,0.0049466555815524,0.0065479643307221,0.0333944926362817,-13.83260566081242,-0.4619328478805889,0.37251229610206227
Delaware State Hornets,Penn State Nittany Lions,46,60,-14,0,0,-24.25,-29.905768187176463,13.343855636129476,-23.52921765863161,5.4316735455920195,-0.1259147897867359,-0.116283037624126,-0.2016141217452338,0.0226043042465274,0.1075941289474124,-28.96089120422363,-3.1160218626592187,3.6466045280163466
Alabama A&M Bulldogs,Ohio State Buckeyes,59,90,-31,0,0,-20.0,-28.219213212159215,12.155059347612834,-22.555574671107664,6.129102663471642,-0.0955739580655342,-0.1080307594220108,-0.0180642237049703,-0.1108504879897295,0.2737416100298203,-28.684677334579305,-7.852189756753633,2.741508148698462
