home_team,away_team,home_score,away_score,point_spread,is_conference,is_neutral,home_advantage,off_eff_diff,def_eff_diff,adj_off_eff_diff,adj_def_eff_diff,efg_pct_diff,ts_pct_diff,threepar_diff,ftr_diff,luck_diff,net_rating_diff,rating_luck_interaction,shooting_strength_interaction
Bryant Str-Alb Bobcats,Wagner Seahawks,36,92,-56,0,0,-56.0,-60.30844636082082,8.931019247737964,-52.68913632063007,0.6995641740698204,-0.307323166081114,-0.3117092871853328,0.0391445557777559,-0.1322198865362779,0.1509303914649134,-53.38870049469989,-8.05797746546807,16.40758446898751
Harvard Crimson,Furman Paladins,69,79,-10,0,0,5.111111111111112,-2.9106606488913656,2.642946139000898,0.6452686089509996,2.7105015285960405,-0.0107360012813508,0.003737679775571,-0.1077732646633898,-0.039327991113043,0.0777098692123157,-2.065232919645041,-0.16048898007858503,0.022172343271597016
Holy Cross Crusaders,Fordham Rams,70,69,1,0,0,-11.444444444444445,-6.839527299272788,10.851269710034655,-4.653589126712021,9.230156344410489,-0.0114321627007263,0.004394044610705,0.0192603361768752,0.0933646880270344,0.4920411036441277,-13.88374547112251,-6.831373444325279,0.15872123712134445
Stony Brook Seawolves,Duquesne Dukes,75,84,-9,0,0,2.8409090909090917,-6.57329376821113,-0.1596831703869128,-3.5117398562466207,1.6787077164508588,-0.0479680214669255,-0.0542249221869084,0.0072850705466047,-0.1012430273540114,0.2499518244440128,-5.1904475726974795,-1.2973618404767326,0.24897550059010404
St. Bonaventure Bonnies,Buffalo Bulls,77,69,8,0,0,6.054545454545454,-5.679814257999666,-1.0445253473635605,-1.6428227290154922,-2.1231946882082298,-0.0434081548524458,-0.0495405510587843,-0.1224615204578175,-0.1517960350505986,0.0334452571552209,0.4803719591927375,0.016066163705358384,-0.020852060391411124
Northern Kentucky Norse,Purdue Fort Wayne Mastodons,77,79,-2,0,0,13.641025641025642,3.4569259764435287,-2.1039255881692753,3.013904067312552,-3.9979612424375546,0.0004310376019464,0.0090597597184093,-0.034096556165768,0.0724903359173927,-0.1057249001444189,7.011865309750107,-0.741328759699445,0.003022377608285837
Detroit Mercy Titans,Cleveland State Vikings,71,59,12,0,0,-3.737373737373737,-2.900432263377425,-4.855534665078295,-2.064384097565153,-5.4235802898612775,-0.0596116869484678,-0.0554464970404643,-0.1607883373558515,-0.0695722857098856,-0.0464556059728413,3.3591961922961247,-0.15605349469477758,-0.20024735181364162
Youngstown State Penguins,IU Indianapolis Jaguars,78,55,23,0,0,12.676767676767676,4.736204732232281,-11.62483672903886,1.0449603949449369,-11.422472911989884,0.0218669246256189,0.0288491666312203,0.0583757126406703,0.1046215557961015,-0.3738230676210406,12.467433306934822,-4.66061416415911,0.2726244243976743
Boise State Broncos,Butler Bulldogs,77,68,9,0,0,8.50909090909091,-3.8851605991941223,0.7467602595709479,-2.963059064752656,-1.1223905026398882,-0.0224234460662122,-0.0114618094107281,0.0484307484911999,-0.0250164757533478,0.037399951345393,-1.840668562112768,-0.06884091466601201,0.041274132228308016
Coppin State Eagles,Liberty Flames,50,92,-42,0,0,-25.866666666666667,-28.619561888030415,19.371320742542196,-24.139161004062416,20.34513563245693,-0.1562097700300944,-0.1313696623405994,-0.1086175685260938,0.066104923826505,0.2538892535943821,-44.484296636519346,-11.294084869716977,6.948881747541189
