team,home_game_id,away_game_id
Villanova Wildcats,"[401581520, 401574568, 401584358, 401599440, 401599444, 401599489, 401599503, 401599504]","[401574576, 401580923, 401584356, 401584357, 401581523, 401577546, 401604303, 401575804, 401599473, 401599478, 401599484, 401599498, 401599510, 401599517]"
Virginia Cavaliers,"[401575426, 401575432, 401604096, 401604111, 401604126, 401604138, 401604151, 401604162]","[401575425, 401575427, 401575428, 401575429, 401603134, 401574553, 401604093, 401575430, 401575431, 401575433, 401604105, 401604133, 401604147, 401604161, 401604169]"
Virginia Tech Hokies,"[401581590, 401574556, 401604098, 401604107, 401604133, 401604139, 401604163]","[401584329, 401584330, 401584331, 401581336, 401581566, 401581569, 401604095, 401584332, 401584333, 401584334, 401604119, 401604125, 401604145, 401604149, 401604155]"
Wagner Seahawks,"[401587128, 401581160]",[]
Wake Forest Demon Deacons,"[401581089, 401604099, 401604113, 401604129, 401604141, 401604160, 401604173]","[401581088, 401581344, 401581547, 401581550, 401581090, 401574554, 401581091, 401581092, 401581093, 401581094, 401604098, 401604112, 401604126, 401604135, 401604168]"
Washington Huskies,[401588732],[]
Washington State Cougars,[401580928],[]
West Virginia Mountaineers,"[401603134, 401575478, 401575475, 401603399, 401603424, 401603437, 401603445]","[401575473, 401575469, 401575470, 401575471, 401575489, 401575472, 401574564, 401575474, 401575476, 401575477, 401603409, 401603418, 401603432, 401603451, 401603458]"
Western Carolina Catamounts,"[401582012, 401583810]",[]
Western Illinois Leathernecks,"[401584514, 401584413]",[]
Western Michigan Broncos,"[401581766, 401581719, 401577635]",[]
Wichita State Shockers,"[401577587, 401577590, 401575459]",[]
Winthrop Eagles,"[401583759, 401586908, 401594531, 401592852, 401577611]",[]
Wisconsin Badgers,"[401575429, 401574572, 401603135, 401600300, 401584414, 401600323, 401600334, 401600348, 401600363]","[401584411, 401575518, 401584412, 401584413, 401577601, 401584415, 401584416, 401600306, 401600314, 401600328, 401600340, 401600351, 401600370]"
Wofford Terriers,"[401584331, 401575519, 401594585]",[]
Wright State Raiders,[401577614],[]
Wyoming Cowboys,"[401583727, 401593958]",[]
Xavier Musketeers,"[401574570, 401601493, 401599442, 401599473, 401599487, 401599499, 401599508, 401599514]","[401574562, 401577610, 401577605, 401577606, 401588732, 401577607, 401577608, 401577609, 401577611, 401599447, 401599483, 401599491, 401599494, 401599511]"
Yale Bulldogs,[401575458],[]
Youngstown State Penguins,[401577628],[]
