home_team,away_team,home_score,away_score,point_spread,is_conference,is_neutral,home_advantage,off_eff_diff,def_eff_diff,adj_off_eff_diff,adj_def_eff_diff,efg_pct_diff,ts_pct_diff,threepar_diff,ftr_diff,luck_diff,net_rating_diff,rating_luck_interaction,shooting_strength_interaction
West Georgia Wolves,Georgia Tech Yellow Jackets,62,85,-23,0,0,-29.0,-21.44138590430333,17.666340889275716,-15.361859830250095,11.729216463832543,-0.090289618569308,-0.0823178341705918,-0.0754621699246145,-0.0063020680406088,0.076723993235569,-27.09107629408264,-2.0785355543314803,2.4460429452247436
North Carolina A&T Aggies,Wake Forest Demon Deacons,64,80,-16,0,0,-24.0,-17.701469964748554,19.69172408344636,-11.63440285950172,18.242940600880928,-0.0948360262363828,-0.106476669858793,0.0058473691103507,-0.0673494895645765,-0.0721570016992411,-29.877343460382647,2.1558595228396404,2.833448528282269
Florida A&M Rattlers,SMU Mustangs,73,102,-29,0,0,-33.42857142857143,-33.17818889217823,29.76007341607375,-20.402463109343685,19.888363871515978,-0.10968653943401,-0.1089371673730483,0.1445175185978932,-0.0528940029714832,0.1646318285892369,-40.29082698085966,-6.633152521231489,4.419361382464937
Cal Poly Mustangs,California Golden Bears,73,91,-18,0,0,-5.0,1.5195949535980589,11.247725445483084,4.07984935359049,11.452102553552464,0.0852920586491532,0.0765842595784083,0.1271964857162597,-0.0619289562471876,0.0798471662900765,-7.372253199961978,-0.5886535271899127,-0.6287946523075644
Cal State Fullerton Titans,Stanford Cardinal,53,80,-27,0,0,-30.0,-34.47741607515047,18.69153359386455,-24.589631047607924,12.524111554768794,-0.1702336145895024,-0.1275039914336849,-0.0703199597712586,0.127549068526146,0.0436473119487349,-37.11374260237672,-1.6199151009509887,6.318006554146994
Boston College Eagles,VCU Rams,55,80,-25,0,1,-18.107692307692307,-3.310433679424733,20.705855111688663,0.4020084240052597,23.64866578842441,-0.0222221316307389,-0.0198789469566764,-0.206552177789197,-0.0276927149486688,0.3827916452139667,-23.24665736441915,-8.898626218251382,0.5165902799268082
Army Black Knights,Duke Blue Devils,58,100,-42,0,0,-42.0,-40.528741667277416,49.45748133649539,-21.275497541755968,29.24007468768353,-0.1778272325002322,-0.1807339936529033,-0.0139381434568003,-0.1966265744785292,0.0942154325292821,-50.5155722294395,-4.759346487060834,8.98304440772681
Saint Francis Red Flash,Clemson Tigers,62,88,-26,0,0,-31.75,-29.899032809783748,26.26182168908285,-18.111281574996735,18.068564580387147,-0.0796817979573392,-0.0930138326972758,0.0458114525516382,-0.0705858645414846,0.0944769779937986,-36.179846155383885,-3.418162529041222,2.8828751914809145
North Carolina Tar Heels,Kansas Jayhawks,89,92,-3,0,0,11.575,0.2801434413726724,10.31606337571442,-1.227936047077577,6.776087726250452,-0.0070226720842995,0.0075026053315492,0.0342095873648604,0.1256336695982326,0.0596088986080059,-8.00402377332803,-0.4771110415603793,0.0562096343150203
South Carolina Upstate Spartans,Virginia Tech Hokies,74,93,-19,0,0,-21.6,-11.032423479015364,14.969424479275505,-7.868038830198216,14.69953825289511,-0.0328929518311232,-0.034575932303944,-0.0382063906128853,-0.086944366840601,-0.1248495796957931,-22.567577083093333,2.817552513576615,0.7423142259393488
Murray State Racers,Pittsburgh Panthers,68,83,-15,0,0,-15.0,-30.562363784582445,7.640827775998915,-22.998395731399853,-0.2793517028917875,-0.1065123325925058,-0.121532208045933,0.0290463409770134,-0.0235517116558978,0.1817532815796276,-22.719044028508065,-4.129260806533384,2.4198583737482338
Presbyterian Blue Hose,NC State Wolfpack,72,81,-9,0,0,-12.666666666666666,2.164567191826478,21.95345268742865,0.0207042521482918,21.578482939347396,0.0444864302548279,0.0356262148021394,-0.0119660656441878,-0.0445055388264121,0.0046427130353896,-21.557778687199104,-0.10008658012510337,-0.9590286180170984
Tennessee Volunteers,Louisville Cardinals,77,55,22,0,0,21.23809523809524,2.073720066294456,-10.401805479225755,-0.3608065076908104,-8.84403676490578,0.0059865337145174,0.0034887853488989,-0.0714643980996346,-0.0226631543270581,-0.0308656886792175,8.48323025721497,-0.2618407441133155,0.05078514394283153
Florida State Seminoles,Rice Owls,73,65,8,0,1,3.416666666666666,15.52765626715474,-0.0322539815007303,7.4989755473026065,6.8761015560478995,0.0814916210823384,0.0752788976887902,-0.1326117497345073,-0.1632516912863688,0.0551844125053789,0.622873991254707,0.03437293527227152,0.05075901127737235
Michigan Wolverines,Wake Forest Demon Deacons,70,72,-2,0,1,20.90909090909091,8.83198399901977,1.7691658113553927,8.926263810413474,0.9044415370418905,0.0761228473995647,0.063428029367337,0.0752713032983545,0.0010151324547019,-0.1896875602785152,8.021822273371583,-1.5216398960237079,0.6106439527822942
North Florida Ospreys,Georgia Tech Yellow Jackets,105,93,12,0,0,-16.6,-4.456746425413812,19.01170129695106,3.019878199678047,13.805166646773102,-0.025504034789159,-0.0303774619184523,0.1647879970782699,-0.0920214744393631,0.456572102496464,-10.785288447095056,-4.924261822321013,0.27506837176582694
Binghamton Bearcats,Miami Hurricanes,64,88,-24,0,0,-33.0,-20.39655739836951,18.72606707106077,-19.889991181071665,11.971725482531,-0.034790924403272,-0.0411205672700005,-0.0070447179202721,-0.0226841356654737,-0.0320238353972419,-31.861716663602657,1.0203343699087708,1.1084985758018717
Coppin State Eagles,Virginia Cavaliers,45,62,-17,0,0,-25.0,-26.98185143250984,9.038438965008195,-21.3700020813378,7.7920051126644125,-0.1492606084418478,-0.1378197441822839,-0.145267466342725,0.0377884869889977,-0.0867870594432001,-29.16200719400221,2.530884851828899,4.352738937162313
Winthrop Eagles,Virginia Tech Hokies,52,58,-6,0,0,-12.0,-23.652544935532987,-8.649956134086509,-18.77938506103617,-11.28512140372196,-0.1331074073974962,-0.1348118614081492,0.0747186326426895,-0.0342599813881817,-0.1773297472426098,-7.494263657314207,1.3289558801210049,0.997542005778372
Buffalo Bulls,Notre Dame Fighting Irish,77,86,-9,0,0,-27.666666666666668,-25.178417044782805,21.92052416636797,-17.82707902170388,16.957779801935942,-0.0773353791562604,-0.0759216244140336,0.0691058494309507,-0.062843932024599,0.107072305086197,-34.78485882363982,-3.7244950163450548,2.6901002460231758
Gardner-Webb Runnin' Bulldogs,Pittsburgh Panthers,64,83,-19,0,0,-17.5,-25.895578787464345,12.630624059064957,-12.517185960613531,1.4796481778723347,-0.0666854927656661,-0.0924593415356592,-0.0633057513750789,-0.1112861993903855,0.1887845576351301,-13.996834138485868,-2.642386141126342,0.9333857816842276
UNC Greensboro Spartans,SMU Mustangs,68,81,-13,0,0,-12.0,-27.511330099705972,4.014148131197885,-17.807104728304793,-5.668681494432647,-0.1271296630258666,-0.1288002076876322,0.0733892851058768,-0.0550825025745759,0.105734770342556,-12.138423233872144,-1.2834533929542171,1.5431536553875156
Eastern Kentucky Colonels,Clemson Tigers,62,75,-13,0,0,-18.333333333333332,-21.49680319630535,21.135104671761567,-12.198738006668393,10.49520373898359,-0.0863127253570177,-0.1086623863330709,-0.0128931230007194,-0.1988381141397601,0.0806792097856879,-22.693941745651983,-1.8309292869616367,1.9587759611606186
Colgate Raiders,Syracuse Orange,72,74,-2,0,0,-12.0,-13.716697857387745,-2.9961036539951635,-14.800074785052402,-6.054052810338362,-0.0447668685645857,-0.0743773723370826,0.1059649262262931,-0.2252185756757318,-0.1423369300499589,-8.746021974714036,1.2448819180302753,0.39153201620500155
Tarleton State Texans,Florida State Seminoles,52,72,-20,0,0,-26.666666666666668,-29.77071476038948,13.181795102896771,-22.80408981768339,2.448543763691802,-0.0668165827188509,-0.0710944208155217,-0.0531354390368087,-0.0894925744901324,0.0794726730181308,-25.252633581375193,-2.0068942914592998,1.6872946805587874
Texas Southern Tigers,Georgia Tech Yellow Jackets,62,81,-19,0,0,-18.666666666666668,-15.922036122836928,7.390908488176564,-7.71253467074429,2.6838449139985983,-0.0878072629619523,-0.0742700025862629,-0.0682487196615952,-0.0488526010006246,0.0645700786190045,-10.396379584742888,-0.6712950471398617,0.9128776360497913
Duke Blue Devils,Kentucky Wildcats,72,77,-5,0,1,44.78021978021978,2.4890933659468715,-16.131333139620267,1.0122909076300315,-15.978270952054912,0.0023277454562306,0.006694735446462,0.0413502419825435,-0.0159407381593519,0.1233706081933109,16.990561859684945,2.096135950175403,0.039549703167686565
Northern Arizona Lumberjacks,Stanford Cardinal,64,90,-26,0,0,-26.0,-7.444054159844924,44.40416082591051,-1.6384695349060792,35.09975101858531,0.0054153054559693,-0.0225035144566059,-0.0290101201855569,-0.1856282713753319,0.0421407202804501,-36.73822055349139,-1.5481750759461632,-0.1989486862059254
South Carolina Upstate Spartans,Wake Forest Demon Deacons,80,85,-5,0,0,-21.6,-9.118502158768678,29.365488710107016,-5.942611635472176,27.217734096699488,-0.0193202253398895,-0.0311303563596585,-0.0187339067882439,-0.118920728480289,-0.0750624916360398,-33.16034573217167,2.489098174169324,0.6406653518941997
Coastal Carolina Chanticleers,NC State Wolfpack,70,82,-12,0,0,-12.0,2.048468667855019,8.411235355767559,3.0244214094830824,8.33105601941024,0.0108448768764324,0.0577985449533537,0.0287931407496934,0.0693798877525128,-0.0033695692875088,-5.306634609927158,0.017881073001641795,-0.05754979897287491
California Golden Bears,Vanderbilt Commodores,69,85,-16,0,0,-2.0357142857142856,-6.189017484337015,7.314261719469357,-3.6305468562868417,4.208682693008825,-0.0417327763395877,-0.0288468293882542,-0.0261006324148653,0.0612627866359932,0.1370469097451739,-7.839229549295666,-1.0743421845140233,0.3271528134554429
