team,home_game_id,away_game_id
Texas Longhorns,"[401715349, 401729822, 401708307, 401708331, 401708332, 401708357, 401708362]","[401706894, 401715344, 401715345, 401715346, 401715347, 401715348, 401715350, 401715351, 401715352, 401715353, 401715354, 401708308, 401708323, 401708345, 401708353, 401708373]"
Texas Southern Tigers,"[401715668, 401714897, 401715621]",[]
Texas State Bobcats,[401706982],[]
Texas Tech Red Raiders,"[401715640, 401725643, 401725650, 401725663, 401725682, 401725707]","[401729821, 401715360, 401715636, 401715637, 401715638, 401715639, 401715641, 401715463, 401715642, 401715643, 401725636, 401725655, 401725670, 401725693, 401725700, 401725713]"
The Citadel Bulldogs,"[401706868, 401727424]",[]
Toledo Rockets,"[401707983, 401706952]",[]
Towson Tigers,[401715328],[]
Troy Trojans,"[401721652, 401727079, 401706951]",[]
Tulane Green Wave,[401722295],[]
Tulsa Golden Hurricane,[401722424],[401726409]
UAlbany Great Danes,"[401706897, 401715472]",[]
UC Davis Aggies,"[401715695, 401715429]",[]
UC Riverside Highlanders,"[401721650, 401706910]",[]
UCF Knights,"[401715444, 401725636, 401725660, 401725665, 401725683, 401725697]","[401715355, 401729803, 401715644, 401715645, 401715646, 401715647, 401715648, 401715649, 401722424, 401715650, 401725645, 401725653, 401725676, 401725688, 401725703, 401725716]"
UCLA Bruins,"[401721317, 401710005, 401721329, 401721344, 401721353, 401721379, 401721387]","[401700440, 401706148, 401709999, 401710000, 401710001, 401710002, 401710003, 401710004, 401721305, 401710006, 401710007, 401721338, 401721363, 401721373, 401721393, 401721404]"
UConn Huskies,"[401715350, 401729691, 401729698, 401719077, 401719083, 401719094, 401719099, 401719118, 401719128]","[401715613, 401715607, 401715608, 401715609, 401715610, 401715611, 401715612, 401715614, 401719072, 401719089, 401719107, 401719111, 401719123]"
UIC Flames,[401715399],[]
UL Monroe Warhawks,[401714917],[]
UMBC Retrievers,"[401715672, 401715414, 401715473]",[]
UMass Lowell River Hawks,[401715432],[]
UNC Asheville Bulldogs,[401719228],[]
UNC Greensboro Spartans,"[401700444, 401707860]",[]
UNC Wilmington Seahawks,[401706965],[]
UNLV Rebels,"[401729705, 401715454]",[401714990]
USC Trojans,"[401729700, 401721315, 401721340, 401721346, 401721374, 401721402]","[401719350, 401721655, 401720871, 401721656, 401721657, 401721658, 401721659, 401721309, 401720911, 401721660, 401721661, 401721330, 401721355, 401721365, 401721387, 401721398]"
UT Arlington Mavericks,[401721656],[]
UT Martin Skyhawks,[401715339],[]
UT Rio Grande Valley Vaqueros,"[401707984, 401715443, 401715448]",[]
UTEP Miners,[401700431],[]
UTSA Roadrunners,[401716160],[]
Utah State Aggies,[401715382],[]
Utah Tech Trailblazers,[401720540],[]
Utah Utes,"[401715385, 401720545, 401725635, 401725648, 401725666, 401725681, 401725704]","[401720538, 401720539, 401711704, 401720540, 401720541, 401718470, 401720542, 401720543, 401720544, 401725643, 401725657, 401725672, 401725689, 401725698, 401725715]"
Utah Valley Wolverines,[401715700],[]
VCU Rams,[],"[401700408, 401729791, 401715564]"
VMI Keydets,[401715690],[]
Valparaiso Beacons,"[401715411, 401715462]",[]
Vanderbilt Commodores,"[401706906, 401722235, 401706987, 401708303, 401708320, 401708341, 401708367, 401708369]","[401719349, 401723723, 401727332, 401722066, 401729789, 401729794, 401727343, 401727424, 401721949, 401720735, 401708314, 401708330, 401708338, 401708352]"
Vermont Catamounts,[401714641],[]
Villanova Wildcats,"[401707870, 401700399, 401729755, 401719078, 401719084, 401719097, 401719102, 401719115, 401719132]","[401700454, 401715619, 401715615, 401715616, 401715617, 401715618, 401706170, 401715620, 401719070, 401719088, 401719094, 401719106, 401719110, 401719126]"
Virginia Cavaliers,"[401700454, 401715338, 401729735, 401700457, 401724772, 401724764, 401724754, 401724811, 401724835, 401724847]","[401700452, 401700453, 401700455, 401700456, 401700458, 401700459, 401700460, 401724780, 401724792, 401724805, 401724815, 401724828, 401724842]"
Virginia Tech Hokies,"[401706903, 401700405, 401724783, 401724763, 401724753, 401724818, 401724834, 401724842]","[401706900, 401706901, 401706902, 401706904, 401706905, 401729801, 401706906, 401724771, 401706907, 401706908, 401724790, 401724802, 401724806, 401724825, 401724852]"
Wagner Seahawks,"[401715422, 401715592, 401715563, 401715471]",[]
Wake Forest Demon Deacons,"[401700465, 401700468, 401724778, 401724781, 401724752, 401724806, 401724831, 401724853]","[401700461, 401700462, 401700463, 401700464, 401700466, 401700467, 401714894, 401729797, 401724767, 401700469, 401724789, 401724801, 401724816, 401724827, 401724838]"
Washington Huskies,"[401715430, 401715434, 401721305, 401721341, 401721349, 401721371, 401721395]","[401715429, 401734421, 401715432, 401715433, 401729704, 401721315, 401715435, 401715436, 401715437, 401715438, 401721326, 401721334, 401721358, 401721379, 401721408]"
Washington State Cougars,"[401715381, 401715436]",[401729701]
Weber State Wildcats,[401720524],[]
West Georgia Wolves,"[401715667, 401714988]",[]
West Virginia Mountaineers,"[401706992, 401729739, 401725637, 401725661, 401725669, 401725691, 401725709, 401725717]","[401706990, 401706991, 401706164, 401715867, 401729746, 401706993, 401706994, 401706995, 401706996, 401725642, 401725647, 401725674, 401725679, 401725701]"
Western Carolina Catamounts,"[401700466, 401733679, 401715341, 401715480]",[]
Western Kentucky Hilltoppers,"[401707878, 401714911]",[]
Western Michigan Broncos,"[401721082, 401712995]",[]
Wichita State Shockers,"[401729798, 401715464]","[401715393, 401706979]"
William & Mary Tribe,[401724989],[]
Winthrop Eagles,"[401706902, 401700429, 401715658, 401707865]",[]
Wisconsin Badgers,"[401729804, 401715446, 401721319, 401713000, 401721336, 401721365, 401721373, 401721389, 401721396]","[401715439, 401715440, 401715441, 401715442, 401715443, 401715444, 401715445, 401721306, 401715447, 401721328, 401721345, 401721356, 401721384, 401721405]"
Wofford Terriers,[401706884],[]
Wright State Raiders,[401714908],[]
Wyoming Cowboys,"[401715638, 401706916]",[]
Xavier Musketeers,"[401729802, 401715330, 401706986, 401715626, 401719072, 401719085, 401719095, 401719109, 401719114, 401719124]","[401700465, 401715621, 401715622, 401715623, 401706165, 401715624, 401715625, 401719076, 401719080, 401719093, 401719102, 401719118, 401719130]"
Yale Bulldogs,"[401707978, 401715390]",[]
Youngstown State Penguins,"[401724988, 401715406]",[]
