team,home_game_id,away_game_id
Fairleigh Dickinson Knights,[401482969],[]
Florida A&M Rattlers,"[401482931, 401488665, 401483410, 401483034, 401483056, 401494402]",[]
Florida Atlantic Owls,"[401483207, 401483032]",[]
Florida Gators,"[401482917, 401483033, 401486750, 401483038, 401484529, 401484547, 401484566, 401484572, 401479705, 401484591]","[401483030, 401483031, 401483032, 401486745, 401483034, 401483035, 401483036, 401483037, 401484539, 401484543, 401484558, 401484579, 401484590]"
Florida Gulf Coast Eagles,[401483232],[]
Florida International Panthers,[401482940],[]
Florida State Seminoles,"[401482915, 401486728, 401486729, 401486735, 401488390, 401488404, 401488424, 401488438, 401488443, 401488466, 401488470]","[401482914, 401482916, 401482917, 401482918, 401479679, 401488396, 401482920, 401482921, 401488401, 401488416, 401488433, 401488450, 401488457]"
Fordham Rams,[401487626],[]
Fresno State Bulldogs,[401486726],[]
Furman Paladins,"[401482945, 401483400, 401486302]",[]
Gardner-Webb Runnin' Bulldogs,[401482949],[]
George Mason Patriots,[401483039],[401482892]
George Washington Revolutionaries,[],[401483219]
Georgetown Hoyas,"[401482980, 401479686, 401485187, 401485197, 401485210, 401485223, 401485230, 401485240]","[401479697, 401483220, 401485105, 401485132, 401485144, 401486436, 401485151, 401485157, 401485170, 401485183, 401485202, 401485205, 401485214, 401485233, 401485243, 401485247]"
Georgia Bulldogs,"[401483000, 401482927, 401483053, 401486713, 401484543, 401484559, 401484562, 401484578, 401484588, 401484596]","[401482963, 401483050, 401483051, 401483052, 401483054, 401483055, 401483056, 401483057, 401483058, 401484537, 401484552, 401484569, 401484582]"
Georgia State Panthers,[401483047],[401482922]
Georgia Tech Yellow Jackets,"[401482922, 401479677, 401488395, 401488416, 401488422, 401488451, 401488468, 401488471]","[401488558, 401482923, 401482924, 401486310, 401482925, 401482926, 401482927, 401482928, 401488403, 401488405, 401488412, 401488432, 401488439, 401488446, 401488458]"
Gonzaga Bulldogs,"[401488386, 401483310]","[401484527, 401486748, 401497506, 401483258, 401486752]"
Grambling Tigers,"[401482998, 401483254]",[]
Green Bay Phoenix,"[401483422, 401485132]",[]
Hampton Pirates,"[401483004, 401483055]",[]
Harvard Crimson,[401483280],[]
Hofstra Pride,[401483407],[]
Holy Cross Crusaders,[401485136],[]
Houston Christian Huskies,"[401483200, 401483309, 401483326]",[]
Houston Cougars,[401482989],[401488384]
Howard Bison,[401494401],[]
IU Indianapolis Jaguars,[401483266],[]
Illinois Fighting Illini,"[401497570, 401483340, 401484833, 401483313, 401483205, 401484872, 401484884, 401484896, 401484918, 401484934]","[401479672, 401483337, 401483338, 401483339, 401483341, 401484842, 401483342, 401483343, 401484877, 401484891, 401484901, 401484911, 401484925]"
Illinois State Redbirds,[401485464],[]
Incarnate Word Cardinals,[401483287],[]
Indiana Hoosiers,"[401479700, 401484834, 401483349, 401483279, 401484874, 401484887, 401484901, 401484915, 401484926]","[401479681, 401483344, 401483345, 401483346, 401483347, 401483348, 401484839, 401483350, 401483351, 401484881, 401484892, 401484908, 401484921, 401484932]"
Iowa Hawkeyes,"[401482902, 401482912, 401479698, 401486409, 401484845, 401484848, 401484882, 401484905, 401484916]","[401479677, 401483352, 401483353, 401483354, 401483271, 401484844, 401483355, 401483356, 401484874, 401484888, 401484895, 401484922, 401522876, 401484934]"
Iowa State Cyclones,"[401483271, 401479703, 401483269, 401486743, 401493383, 401493386, 401493397, 401493407, 401493416]","[401486738, 401483266, 401483267, 401483268, 401483270, 401479692, 401483272, 401483273, 401493376, 401493391, 401493401, 401493412, 401493420]"
Jackson State Tigers,"[401483368, 401483348, 401488387, 401483303, 401483325]",[401497892]
Jacksonville Dolphins,"[401482906, 401482964]",[]
Jacksonville State Gamecocks,[401488382],[]
James Madison Dukes,"[401482950, 401482988]",[]
Kansas City Roos,"[401483338, 401485461, 401483283, 401483295]",[]
Kansas Jayhawks,"[401483203, 401479704, 401493381, 401493388, 401493400, 401493410, 401493420]","[401482908, 401482942, 401486720, 401483279, 401486722, 401483275, 401483276, 401483277, 401483278, 401479690, 401483280, 401493375, 401493392, 401493397, 401493405, 401493417, 401493425]"
Kansas State Wildcats,"[401483282, 401479687, 401493382, 401493387, 401493396, 401493412, 401493417]","[401483288, 401486464, 401479705, 401483281, 401483283, 401483284, 401486461, 401483285, 401483286, 401483287, 401483289, 401493377, 401493390, 401493400, 401493406, 401493423]"
Kennesaw State Owls,"[401483351, 401483031]",[]
Kentucky Wildcats,"[401483165, 401497506, 401484528, 401484545, 401484560, 401484576, 401484584]","[401483169, 401483167, 401494401, 401497509, 401496876, 401497591, 401483166, 401487477, 401483168, 401494402, 401484536, 401484548, 401484562, 401484570, 401479704, 401484591]"
LSU Tigers,"[401486459, 401486464, 401484536, 401484544, 401484554, 401484577, 401484589]","[401483005, 401485461, 401485462, 401485463, 401485464, 401485465, 401485466, 401485467, 401485468, 401485469, 401484530, 401484547, 401484567, 401484571, 401479710, 401484592]"
La Salle Explorers,"[401483002, 401484362, 401486436]",[]
Lafayette Leopards,"[401482929, 401483401, 401485134]",[]
Lamar Cardinals,[401483299],[]
Lehigh Mountain Hawks,"[401482974, 401482992, 401483425]",[]
Liberty Flames,"[401483386, 401485298]",[]
Lincoln (PA) Lions,[401485171],[]
Lindenwood Lions,"[401483341, 401483196]",[]
Lipscomb Bisons,"[401482958, 401485351, 401483369]",[]
Little Rock Trojans,[401483347],[]
Long Island University Sharks,"[401485143, 401485162, 401485175]",[]
Longwood Lancers,[401488380],[]
Louisiana Ragin' Cajuns,[401483317],[]
Louisiana Tech Bulldogs,[401483321],[]
Louisville Cardinals,"[401486689, 401486697, 401488396, 401488365, 401483169, 401488425, 401488454, 401488459]","[401485295, 401488701, 401488663, 401486693, 401479673, 401488394, 401488664, 401488665, 401485351, 401488407, 401488420, 401488430, 401488440, 401488468, 401488470]"
Loyola Chicago Ramblers,[401482904],"[401486340, 401485165]"
Loyola Maryland Greyhounds,"[401482901, 401483399, 401485104]",[]
Loyola Marymount Lions,[401485144],[401486434]
Maine Black Bears,"[401482891, 401483378, 401483396]",[]
Manhattan Jaspers,[401485173],[]
Marquette Golden Eagles,"[401486310, 401482962, 401479696, 401483191, 401485188, 401485200, 401485203, 401485221, 401485229, 401485238]","[401483424, 401479684, 401485100, 401485108, 401485143, 401485160, 401485169, 401485184, 401485193, 401485210, 401485216, 401485227, 401485245, 401485248]"
Maryland Eastern Shore Hawks,"[401482987, 401482913]",[]
Maryland Terrapins,"[401479673, 401484837, 401484846, 401484876, 401484895, 401484909, 401484933]","[401486451, 401483357, 401483358, 401483359, 401483360, 401483361, 401484833, 401483226, 401483362, 401483363, 401483364, 401484883, 401484902, 401484914, 401484919, 401484926]"
McNeese Cowboys,"[401483234, 401483264, 401483272]",[]
Memphis Tigers,"[401483247, 401488385, 401485154]","[401486731, 401483211, 401483046, 401483243]"
Mercer Bears,[401482918],[]
Merrimack Warriors,"[401485102, 401485152]",[]
Miami (OH) RedHawks,"[401483346, 401483051]",[]
Miami Hurricanes,"[401482932, 401486451, 401482934, 401488394, 401500554, 401488412, 401488429, 401488444, 401488450, 401488460, 401488472]","[401482929, 401482930, 401482931, 401482933, 401479680, 401482935, 401488397, 401482936, 401488400, 401488423, 401488435, 401488467, 401488477]"
Michigan State Spartans,"[401479682, 401484527, 401484838, 401484885, 401484891, 401484908, 401484924, 401484931]","[401484855, 401483165, 401479701, 401484356, 401486739, 401486742, 401484835, 401484856, 401484857, 401484858, 401484870, 401484878, 401484897, 401484903, 401484916]"
Michigan Wolverines,"[401482967, 401482954, 401486296, 401483167, 401484840, 401484878, 401484888, 401484902, 401484923, 401484929]","[401479675, 401483365, 401483366, 401483367, 401483368, 401483369, 401483370, 401484846, 401484873, 401484893, 401484910, 401484917, 401484937]"
Milwaukee Panthers,"[401483405, 401483268]",[]
Minnesota Golden Gophers,"[401479670, 401486703, 401484836, 401484871, 401484889, 401484910, 401484920, 401484927]","[401483371, 401483372, 401479695, 401483373, 401483374, 401484840, 401483192, 401483375, 401483376, 401484879, 401484896, 401484904, 401484915, 401484933]"
Mississippi State Bulldogs,"[401483192, 401493700, 401497892, 401483193, 401484534, 401484552, 401484557, 401484580, 401484586]","[401489637, 401494404, 401483190, 401483191, 401486311, 401489566, 401493722, 401494405, 401484532, 401484541, 401484564, 401484572, 401479708, 401484593]"
Mississippi Valley State Delta Devils,"[401483198, 401493722, 401483265, 401483305]",[]
Missouri Tigers,"[401483201, 401483204, 401484538, 401484553, 401484558, 401484575, 401484593]","[401483205, 401483194, 401483195, 401483196, 401483197, 401483198, 401483199, 401483200, 401483202, 401483203, 401484528, 401484540, 401484565, 401484573, 401479703, 401484589]"
Monmouth Hawks,"[401482984, 401482981, 401483339, 401484869]",[]
Montana Grizzlies,[401485130],[]
Morehead State Eagles,"[401483344, 401483250, 401483329]",[]
Morgan State Bears,[401485103],[]
Mount St. Mary's Mountaineers,[401483328],[]
Murray State Racers,[401483238],[]
NC State Wolfpack,"[401482942, 401488397, 401482946, 401500553, 401488418, 401488439, 401488445, 401488461]","[401482938, 401482939, 401482940, 401482941, 401486718, 401486721, 401482943, 401488388, 401482944, 401482945, 401488365, 401488411, 401488429, 401488453, 401488466, 401488471]"
Navy Midshipmen,[401483333],[]
Nebraska Cornhuskers,"[401479699, 401486731, 401483381, 401484839, 401483288, 401484870, 401484879, 401484890, 401484906, 401484919, 401484925]","[401486735, 401479683, 401483378, 401483379, 401483380, 401483294, 401484843, 401483382, 401484845, 401484884, 401484900, 401484913, 401484935]"
Nevada Wolf Pack,[401486461],[]
New Hampshire Wildcats,"[401482894, 401485176]",[]
New Orleans Privateers,"[401483409, 401485463, 401485101]",[]
Niagara Purple Eagles,"[401483357, 401485158]",[]
Nicholls Colonels,"[401494405, 401483323, 401483260]",[]
Norfolk State Spartans,[401483262],[]
North Alabama Lions,"[401482925, 401483215]",[]
North Carolina A&T Aggies,"[401483353, 401483267]",[]
North Carolina Central Eagles,"[401482983, 401485467, 401485169]",[]
North Carolina Tar Heels,"[401482951, 401486738, 401486744, 401479681, 401488393, 401500555, 401488421, 401488430, 401488452, 401488473]","[401482947, 401482948, 401482949, 401482950, 401488395, 401482952, 401482953, 401482954, 401488413, 401488417, 401488436, 401488445, 401488469]"
North Dakota Fighting Hawks,"[401483270, 401485107]",[]
North Dakota State Bison,"[401489571, 401483276]",[]
North Florida Ospreys,"[401482973, 401497591]",[]
Northeastern Huskies,"[401482976, 401482926, 401485135]",[]
Northern Arizona Lumberjacks,[401484855],[401483311]
Northern Colorado Bears,[401483263],[]
Northern Illinois Huskies,"[401482923, 401483384]",[]
Northwestern State Demons,"[401483245, 401483319, 401483300, 401483259]",[]
Northwestern Wildcats,"[401479697, 401484835, 401484881, 401484893, 401484913, 401522876, 401484936]","[401479671, 401483383, 401483384, 401483385, 401483386, 401486399, 401483387, 401483388, 401483389, 401483390, 401484847, 401484872, 401484886, 401523790, 401484920, 401484929]"
Notre Dame Fighting Irish,"[401482960, 401482963, 401488401, 401488408, 401488417, 401488431, 401488453]","[401482955, 401482956, 401482957, 401482958, 401482959, 401479682, 401488391, 401482961, 401482962, 401482964, 401500554, 401488422, 401488438, 401488442, 401488459, 401488476]"
Oakland Golden Grizzlies,"[401482979, 401484857]",[401492618]
Ohio Bobcats,"[401483367, 401483037]",[]
Ohio State Buckeyes,"[401479678, 401482953, 401483394, 401486692, 401484847, 401484883, 401484894, 401484900, 401484911, 401484921, 401484937]","[401483391, 401483392, 401483393, 401486696, 401483395, 401484841, 401483396, 401483397, 401484875, 401484889, 401484905, 401484930]"
Oklahoma Sooners,"[401483294, 401483296, 401486732, 401479691, 401493389, 401493392, 401493404, 401493411, 401493424]","[401486734, 401483038, 401479706, 401483290, 401483291, 401483292, 401483293, 401483295, 401483297, 401493378, 401493383, 401493395, 401493408, 401493419]"
Oklahoma State Cowboys,"[401482997, 401492618, 401479689, 401492622, 401493375, 401493390, 401493398, 401493413, 401493419]","[401479707, 401489086, 401492375, 401486358, 401486359, 401492619, 401492620, 401492621, 401489642, 401493380, 401493385, 401493404, 401493407, 401493422]"
Old Dominion Monarchs,[401482994],[]
Ole Miss Rebels,"[401483210, 401486734, 401483211, 401484533, 401484541, 401484563, 401484568, 401479707, 401484597]","[401483206, 401483207, 401483208, 401483209, 401486730, 401483212, 401483213, 401483214, 401483215, 401484531, 401484549, 401484559, 401484575, 401484584]"
Omaha Mavericks,"[401483379, 401483354, 401489566, 401483275]",[]
Oregon Ducks,[401486739],"[401484355, 401486741]"
Oregon State Beavers,"[401486745, 401483242]",[401482911]
Penn State Nittany Lions,"[401486298, 401479674, 401486305, 401484842, 401484873, 401484898, 401484912, 401484928, 401484935]","[401483398, 401483399, 401479694, 401483400, 401483401, 401484838, 401483402, 401483403, 401483404, 401484848, 401484880, 401484887, 401484906, 401484923]"
Pennsylvania Quakers,"[401483195, 401483330, 401484365]",[]
Pittsburgh Panthers,"[401486295, 401479671, 401488388, 401482971, 401488399, 401488426, 401488432, 401488440, 401488469]","[401482965, 401482966, 401482967, 401482968, 401482969, 401482970, 401482972, 401482973, 401500555, 401488409, 401488414, 401488443, 401488455, 401488460]"
Portland Pilots,"[401486742, 401486737]",[401482951]
Portland State Vikings,[],[401486747]
Prairie View A&M Panthers,"[401483387, 401483246, 401492620]",[]
Presbyterian Blue Hose,[401483221],[]
Providence Friars,"[401479685, 401486452, 401484369, 401485185, 401485196, 401485201, 401485220, 401485227, 401485241, 401485244]","[401482932, 401485106, 401485135, 401485138, 401485152, 401485159, 401485173, 401485178, 401485188, 401485206, 401485209, 401485231, 401485235]"
Purdue Boilermakers,"[401479679, 401483331, 401486748, 401484843, 401484875, 401484880, 401484897, 401484904, 401484917, 401484932]","[401486751, 401483405, 401483406, 401479696, 401484836, 401483407, 401483408, 401483409, 401483410, 401484849, 401484890, 401484909, 401484924, 401484928]"
Purdue Fort Wayne Mastodons,"[401483365, 401483385]",[]
Queens University Royals,[401483382],[]
Quinnipiac Bobcats,[401483403],[]
Radford Highlanders,"[401482955, 401483289, 401485100]",[]
Rhode Island Rams,"[401482893, 401483284]",[401484369]
Rice Owls,[401483315],[]
Richmond Spiders,[401482905],[401482977]
Rider Broncs,"[401483415, 401483058, 401485106]",[]
Robert Morris Colonials,[401483391],[]
Rutgers Scarlet Knights,"[401479680, 401484841, 401484849, 401484886, 401484903, 401484922]","[401483007, 401483411, 401483412, 401483413, 401483414, 401483415, 401483416, 401484834, 401483417, 401483418, 401483419, 401484876, 401484882, 401484894, 401484912, 401484927, 401484931]"
SE Louisiana Lions,"[401483256, 401485163]",[]
SIU Edwardsville Cougars,[401483197],[]
SMU Mustangs,[401483240],[401483304]
Sacred Heart Pioneers,"[401482972, 401483412]",[]
Saint Francis Red Flash,"[401482936, 401483395, 401485142]",[]
Saint Joseph's Hawks,[],"[401483053, 401484366]"
Saint Louis Billikens,"[401483360, 401483044]",[401486452]
Saint Mary's Gaels,[401483251],[]
Saint Peter's Peacocks,"[401483363, 401485133]",[]
Sam Houston Bearkats,"[401483290, 401492621]",[]
Samford Bulldogs,[401485164],[]
San Diego State Aztecs,[],"[401483394, 401486695]"
San José State Spartans,[401494410],[]
Santa Clara Broncos,[401485146],[]
Seton Hall Pirates,"[401483417, 401479690, 401485189, 401485193, 401485204, 401485214, 401485219, 401485239, 401485246]","[401479698, 401486732, 401484869, 401485133, 401485148, 401485154, 401486736, 401485171, 401485181, 401485185, 401485199, 401485212, 401485225, 401485229, 401485251]"
Siena Saints,"[401486730, 401486736, 401485170]",[401486728]
South Alabama Jaguars,[401483293],[401488381]
South Carolina Gamecocks,"[401486301, 401483219, 401483220, 401483222, 401484535, 401484548, 401484579, 401484582]","[401482898, 401483216, 401483217, 401486302, 401483218, 401483221, 401483223, 401483224, 401483225, 401484546, 401484555, 401484563, 401484574, 401484586, 401484594]"
South Carolina State Bulldogs,"[401483003, 401483216, 401496876, 401483327]",[]
South Carolina Upstate Spartans,"[401482907, 401482899, 401482920, 401483218]",[]
South Dakota Coyotes,"[401483420, 401483190]",[]
South Dakota State Jackrabbits,"[401496630, 401488383]",[]
South Florida Bulls,[401483040],[]
Southeast Missouri State Redhawks,"[401483355, 401483202]",[]
Southern Illinois Salukis,[401492375],[]
Southern Indiana Screaming Eagles,"[401482957, 401483194]",[]
Southern Jaguars,[401485180],[]
Southern Miss Golden Eagles,[401483248],[]
Southern Utah Thunderbirds,[401483277],[]
St. Bonaventure Bonnies,[],[401482960]
St. Francis Brooklyn Terriers,"[401482933, 401483372]",[]
St. John's Red Storm,"[401482921, 401479692, 401485150, 401485190, 401485199, 401485209, 401485222, 401485236, 401485249]","[401486676, 401479699, 401485102, 401485134, 401485139, 401485158, 401485162, 401485172, 401485176, 401485195, 401485203, 401485213, 401485228, 401485240, 401485246]"
St. Thomas-Minnesota Tommies,[401485099],[]
Stanford Cardinal,"[401483421, 401483316]","[401486729, 401483210]"
Stetson Hatters,"[401482914, 401483035]",[]
Stonehill Skyhawks,"[401482896, 401485098, 401485138]",[]
Stony Brook Seawolves,"[401483030, 401483336]",[]
Syracuse Orange,"[401482977, 401486676, 401479672, 401488391, 401488407, 401488419, 401488435, 401488446, 401488462, 401488474]","[401482974, 401482975, 401482976, 401482978, 401482979, 401482980, 401482981, 401482982, 401488399, 401500552, 401488427, 401488431, 401488452, 401488463]"
TCU Horned Frogs,"[401479708, 401483304, 401483306, 401493384, 401493394, 401493403, 401493405, 401493422]","[401486409, 401483298, 401483299, 401483300, 401483301, 401483302, 401479685, 401483303, 401483305, 401483307, 401493379, 401493386, 401493396, 401493411, 401493418]"
Tarleton State Texans,"[401486446, 401483261]",[]
Temple Owls,"[401483414, 401483214]","[401483249, 401484363, 401485150]"
Tennessee Tech Golden Eagles,"[401483235, 401485166]",[]
Tennessee Volunteers,"[401483226, 401486719, 401486722, 401483227, 401484531, 401484546, 401484564, 401484571, 401484590]","[401483235, 401483231, 401483232, 401483233, 401483234, 401483229, 401483230, 401483228, 401484534, 401484550, 401484560, 401484578, 401479709, 401484595]"
Texas A&M Aggies,"[401486340, 401483239, 401483243, 401484539, 401484555, 401484570, 401484581, 401484587]","[401483236, 401483237, 401483238, 401486325, 401483240, 401483241, 401483242, 401483244, 401483245, 401483246, 401484544, 401484553, 401484566, 401484583, 401484596]"
Texas A&M-Corpus Christi Islanders,"[401489637, 401489642]",[]
Texas Longhorns,"[401479709, 401483311, 401493378, 401493385, 401493401, 401493409, 401493423, 401493425]","[401483313, 401483308, 401483309, 401483310, 401483312, 401479688, 401483314, 401483315, 401483316, 401483317, 401483318, 401493382, 401493394, 401493399, 401493413, 401493415]"
Texas Southern Tigers,"[401483042, 401483320, 401483278]",[]
Texas Tech Red Raiders,"[401486693, 401486696, 401479710, 401483322, 401493379, 401493391, 401493399, 401493406, 401493421]","[401483319, 401483320, 401483321, 401479686, 401483323, 401483324, 401483325, 401483326, 401483327, 401493381, 401493389, 401493402, 401493414, 401493416]"
The Citadel Bulldogs,"[401482897, 401482952, 401485147]",[]
Towson Tigers,[401482903],[]
Troy Trojans,"[401482916, 401493952]",[]
Tulsa Golden Hurricane,[401492619],[]
UAB Blazers,[401483334],"[401486713, 401483222]"
UAlbany Great Danes,"[401482990, 401485178]",[]
UC Riverside Highlanders,[401485141],[]
UCF Knights,"[401483213, 401486358]","[401482915, 401482934, 401483204]"
UCLA Bruins,"[401483362, 401483168, 401497571]",[401483340]
UConn Huskies,"[401486740, 401483036, 401484355, 401485186, 401485198, 401485206, 401485216, 401485225, 401485242, 401485247]","[401486743, 401479689, 401485098, 401485109, 401485137, 401485145, 401485149, 401485175, 401485187, 401485194, 401485208, 401485222, 401485232, 401485234]"
UIC Flames,[401483389],[]
UL Monroe Warhawks,"[401483236, 401483301]",[]
UMBC Retrievers,"[401483364, 401485157]",[]
UMass Lowell River Hawks,[401483413],[]
UNC Asheville Bulldogs,[401491747],[]
UNC Greensboro Spartans,"[401482930, 401489667]",[]
UNC Wilmington Seahawks,"[401482947, 401483292, 401485145]",[]
UNLV Rebels,[],[401486703]
USC Trojans,[401486724],"[401486719, 401483048]"
UT Arlington Mavericks,"[401485466, 401489086]",[]
UT Martin Skyhawks,"[401482965, 401483209]",[]
UT Rio Grande Valley Vaqueros,"[401483281, 401483312]",[]
UTEP Miners,"[401483308, 401485179]",[]
Utah Utes,"[401482924, 401486311]",[401483306]
Utah Valley Wolverines,[401483001],[]
VCU Rams,[],"[401486295, 401483252]"
Valparaiso Beacons,[401483212],[]
Vanderbilt Commodores,"[401483249, 401483252, 401484540, 401484550, 401484569, 401484583, 401484585]","[401482971, 401482946, 401483247, 401483248, 401483250, 401483251, 401486726, 401483253, 401483254, 401483255, 401483256, 401484535, 401484556, 401484561, 401484576, 401484597]"
Villanova Wildcats,"[401479701, 401484363, 401486741, 401484366, 401485194, 401485205, 401485215, 401485218, 401485228, 401485245, 401485250]","[401482895, 401483269, 401479691, 401484362, 401484364, 401486737, 401484365, 401485190, 401485200, 401485211, 401485223, 401485241]"
Virginia Cavaliers,"[401482986, 401479675, 401488400, 401488405, 401488409, 401488433, 401488447, 401488463, 401488475]","[401482983, 401482984, 401497570, 401482987, 401488390, 401482988, 401482989, 401482990, 401488419, 401488421, 401488441, 401488456]"
Virginia Tech Hokies,"[401486304, 401488402, 401488406, 401488427, 401488441, 401488448, 401488467]","[401482991, 401482992, 401482993, 401482994, 401486298, 401482995, 401479670, 401488393, 401482996, 401482997, 401482998, 401488410, 401488418, 401488449, 401488462, 401488475]"
Wagner Seahawks,[401485148],[]
Wake Forest Demon Deacons,"[401486434, 401479676, 401488389, 401483005, 401483007, 401488413, 401488420, 401488434, 401488455, 401488465, 401488476]","[401482999, 401483000, 401483001, 401483002, 401483003, 401483004, 401483006, 401488398, 401488406, 401488424, 401488437, 401488447, 401488461]"
Washington Huskies,[],[401483049]
Washington State Cougars,[401483257],[]
